department,targeted_productivity,smv,over_time,incentive,idle_time,idle_men,no_of_style_change,actual_productivity
2,0.4,3.9,6300,0,0,0,0,0.567377778
2,0.7,3.94,3360,0,0,0,0,0.555430556
2,0.7,3.94,3360,0,0,0,0,0.555430556
2,0.7,2.9,3360,0,0,0,0,0.463194444
2,0.7,4.6,3360,0,0,0,0,0.354444444
2,0.75,2.9,3360,0,0,0,0,0.309333333
1,0.4,15.28,5400,0,6.5,30,1,0.30277037
2,0.8,4.6,1200,0,0,0,0,0.939166667
2,0.8,4.6,960,0,0,0,0,0.930416667
2,0.8,4.6,1080,0,0,0,0,0.885925926
2,0.75,2.9,960,0,0,0,0,0.83375
2,0.7,3.94,960,0,0,0,0,0.806879167
2,0.7,3.94,960,0,0,0,0,0.806058333
1,0.8,11.41,0,38,0,0,0,0.800701754
1,0.8,15.26,4080,50,0,0,0,0.800401961
1,0.8,29.4,6840,63,0,0,0,0.800333333
1,0.8,30.1,3960,50,0,0,0,0.800055762
1,0.7,26.82,6960,60,0,0,0,0.799975862
1,0.7,26.82,6960,50,0,0,0,0.750651724
1,0.75,18.79,6240,34,0,0,0,0.750395513
1,0.7,27.48,6960,40,0,0,0,0.700424138
1,0.7,21.82,5760,30,0,0,0,0.700058333
2,0.8,4.6,8400,0,0,0,0,0.684888889
2,0.7,4.6,960,0,0,0,0,0.592083333
2,0.5,3.9,960,0,0,0,0,0.5403125
1,0.8,29.4,6840,0,0,0,0,0.433263158
1,0.5,15.28,5520,0,0,0,1,0.404144928
1,0.75,18.79,3960,0,0,0,0,0.332146465
2,0.8,4.6,2640,0,0,0,0,0.980984848
2,0.6,3.9,960,0,0,0,0,0.950625
2,0.8,2.9,1200,0,0,0,0,0.927291667
2,0.8,4.6,1080,0,0,0,0,0.868888889
2,0.7,3.94,960,0,0,0,0,0.812625
2,0.7,3.94,960,0,0,0,0,0.812625
2,0.8,4.6,1800,0,0,0,0,0.810111111
1,0.8,11.41,3420,50,0,0,0,0.800701754
1,0.8,29.4,1800,63,0,0,0,0.800534979
1,0.8,15.26,4080,50,0,0,0,0.800401961
1,0.7,26.82,6960,50,0,0,0,0.750651724
1,0.75,18.79,6240,45,0,0,0,0.750395513
1,0.7,26.82,7080,50,0,0,0,0.750050847
1,0.7,27.48,6960,40,0,0,0,0.700424138
1,0.7,21.82,6000,30,0,0,0,0.700422
1,0.6,15.28,1320,0,0,0,1,0.600099145
2,0.75,2.9,960,0,0,0,0,0.453125
1,0.8,30.1,1200,0,4,40,0,0.366053523
1,0.35,22.53,2640,0,0,0,1,0.26369382
2,0.8,4.6,1080,0,0,0,0,0.868888889
1,0.8,15.26,4080,75,0,0,0,0.850520588
1,0.7,26.82,8160,70,0,0,0,0.850045
2,0.8,4.6,6000,0,0,0,0,0.825444444
2,0.35,3.94,2400,0,0,0,0,0.80575
1,0.7,26.82,6960,60,0,0,0,0.800746552
1,0.8,29.4,6840,63,0,0,1,0.800578947
1,0.8,11.41,3420,50,0,0,0,0.800034503
2,0.5,2.9,960,0,0,0,0,0.7975
1,0.75,18.79,3480,45,0,0,0,0.749987124
1,0.7,21.82,6000,30,0,0,0,0.700422
2,0.7,3.94,960,0,0,0,0,0.664875
2,0.7,3.94,960,0,0,0,0,0.664875
2,0.8,2.9,960,0,0,0,0,0.657083333
1,0.65,16.1,4200,0,0,0,1,0.65024031
2,0.8,4.6,3600,0,0,0,0,0.590740741
2,0.65,3.9,1920,0,0,0,0,0.528125
1,0.5,23.41,2280,0,0,0,1,0.500528095
1,0.7,27.48,6960,24,0,0,1,0.408960345
2,0.8,4.6,1440,0,0,0,0,0.951944444
2,0.8,4.6,1080,0,0,0,0,0.945555556
2,0.75,2.9,1080,0,0,0,0,0.929074074
2,0.75,3.94,960,0,0,0,0,0.890604167
2,0.75,3.94,960,0,0,0,0,0.890604167
2,0.7,3.9,1200,0,0,0,0,0.884
2,0.5,3.94,960,0,0,0,0,0.857916667
1,0.75,26.82,6840,65,0,0,0,0.850084211
1,0.75,26.82,6960,65,0,0,0,0.85007069
1,0.8,30.1,3360,50,0,0,1,0.800511068
1,0.8,15.26,4080,63,0,0,0,0.800401961
1,0.8,11.41,3420,50,0,0,0,0.800034503
2,0.8,2.9,960,0,0,0,0,0.755208333
1,0.75,18.79,5640,45,0,0,0,0.750371895
1,0.7,21.82,6000,30,0,0,0,0.700422
1,0.7,16.1,4800,30,0,0,1,0.700106061
1,0.6,23.41,2520,23,0,0,1,0.601037091
1,0.6,30.48,6720,0,0,0,1,0.600528571
1,0.5,26.82,7080,23,0,0,1,0.500033898
2,0.6,3.9,960,0,0,0,0,0.4509375
2,0.7,2.9,960,0,0,0,0,0.441041667
2,0.6,2.9,960,0,0,0,0,0.271875
2,0.8,2.9,0,960,0,0,0,0.960625
2,0.8,4.6,0,1080,0,0,0,0.902962963
2,0.6,3.94,0,2880,0,0,0,0.864342593
1,0.75,26.82,7020,65,0,0,0,0.850446154
1,0.75,26.82,7140,65,0,0,0,0.850426891
2,0.75,2.9,0,3600,0,0,0,0.841
1,0.8,30.1,5160,50,0,0,1,0.800842424
1,0.8,15.26,4080,63,0,0,0,0.800401961
1,0.8,11.41,3420,50,0,0,0,0.800034503
2,0.8,4.6,0,1440,0,0,0,0.795416667
2,0.75,3.94,0,960,0,0,0,0.7953875
2,0.75,3.94,0,960,0,0,0,0.794566667
1,0.75,18.79,6240,45,0,0,0,0.750395513
1,0.7,16.1,5520,30,0,0,1,0.700516224
1,0.7,21.82,6000,30,0,0,0,0.700422
2,0.7,3.9,0,1200,0,0,0,0.6825
1,0.65,23.41,4560,35,0,0,1,0.650962281
1,0.65,30.48,6720,26,0,0,1,0.650421429
1,0.6,26.82,7080,23,0,0,1,0.600040678
1,0.5,30.48,6600,0,0,0,1,0.500610909
2,0.7,2.9,0,960,0,0,0,0.477291667
2,0.65,3.9,0,960,0,0,0,0.2640625
2,0.8,4.6,1080,0,0,0,0,0.92
2,0.6,3.94,1440,0,0,0,0,0.909391667
1,0.75,26.82,7080,75,0,0,0,0.900061017
2,0.8,4.6,1440,0,0,0,0,0.894444444
2,0.75,3.94,960,0,0,0,0,0.881575
2,0.75,3.94,960,0,0,0,0,0.880754167
1,0.75,26.82,5880,65,0,0,0,0.850084211
2,0.75,2.9,1800,0,0,0,0,0.821666667
1,0.8,15.26,4080,63,0,0,0,0.800401961
1,0.8,30.1,6960,63,0,0,1,0.800071839
1,0.8,11.41,3420,50,0,0,0,0.800034503
2,0.8,2.9,960,0,0,0,0,0.758229167
1,0.75,21.82,6000,34,0,0,0,0.750608
1,0.75,18.79,6240,45,0,0,0,0.750395513
2,0.7,3.9,960,0,0,0,0,0.741
1,0.7,30.48,6840,30,0,0,1,0.700505263
1,0.7,23.41,4560,30,0,0,1,0.700246491
1,0.7,16.1,5400,40,0,0,1,0.700051852
1,0.65,26.82,7080,26,0,0,1,0.650044068
1,0.6,30.48,6840,25,0,0,1,0.630402924
2,0.65,3.9,960,0,0,0,0,0.560625
2,0.5,3.9,960,0,0,0,0,0.560625
2,0.7,2.9,960,0,0,0,0,0.39875
2,0.8,4.6,2160,0,0,0,0,0.922839506
2,0.8,2.9,2400,0,0,0,0,0.874027778
2,0.75,3.9,1920,0,0,0,0,0.819270833
2,0.75,3.94,1920,0,0,0,0,0.813309028
2,0.75,3.94,1920,0,0,0,0,0.812625
1,0.8,15.26,4080,63,0,0,0,0.800401961
1,0.8,30.1,6960,63,0,0,1,0.800071839
1,0.8,11.41,3420,50,0,0,0,0.800034503
2,0.8,4.6,1920,0,0,0,0,0.786631944
2,0.7,3.94,1440,0,0,0,0,0.75885
1,0.75,21.82,6000,34,0,0,0,0.750608
1,0.75,18.79,5040,45,0,0,0,0.750347333
1,0.75,16.1,5400,45,0,0,1,0.750140741
1,0.75,26.82,7080,45,0,0,0,0.750050847
1,0.75,26.82,7080,45,0,0,0,0.750050847
1,0.7,26.82,6960,30,0,0,1,0.700556897
1,0.7,30.48,6840,30,0,0,1,0.700505263
1,0.7,23.41,4560,40,0,0,1,0.700246491
1,0.65,30.48,6840,26,0,0,1,0.650596491
2,0.75,2.9,960,0,0,0,0,0.628333333
2,0.7,3.9,960,0,0,0,0,0.625625
2,0.65,3.9,960,0,0,0,0,0.625625
2,0.75,2.9,1800,0,0,0,0,0.505888889
2,0.7,2.9,720,0,0,0,0,0.394722222
