 ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability,Class
0.438112417,0.49591147,0.487981155,0.595093616,0.595093616,0.998813677,0.796988134,0.808937996,0.303148201,0.781215026,0.000179121,102000000.0,0.462420842,0.000876088,0.0,0.158105432,0.158105432,0.158105432,0.199678548,0.319905213,0.009452939,0.088754987,0.156586578,0.021965092,0.847770787,0.688629207,0.688629207,0.217069165,5510000000.0,0.000395527,0.263500944,0.381273052,0.003983139,0.001341881,0.628996178,0.013352301,0.175953079,0.824046921,0.005478346,0.379219295,0.005708297,0.088711385,0.155591584,0.398685464,0.046476762,0.000549846,0.011493615,9970000000.0,0.000161134,0.020483871,0.019349911,0.382465345,0.015062807,0.701891227,0.336634808,0.382161917,0.007098153,0.003464984,0.000217004,0.173474004,0.343580592,0.276806292,0.001695657,0.941873391,0.726985807,0.337421606,7000000000.0,0.921638976,0.001999765,0.021809752,0.000319469,0.00028689,0.593809744,1580000000.0,0.671569284,0.152288189,0.941873391,0.337421606,0.110995525,0.641181004,0.45902006,0.58120224,0.314165946,0.070574201,0,0.766548104,0.012289125,0.622921908,0.595089152,0.836695636,0.284462246,0.02642281,0.562462268,1,0.020128788,1
0.506361819,0.565689054,0.561914449,0.600217645,0.600217645,0.99906141,0.797442168,0.809411914,0.303423254,0.781625133,1340000000.0,84900000.0,0.461249927,0.000470047,0.037655633,0.159622435,0.159622435,0.159622435,0.225867448,0.316969654,0.042137423,0.114974351,0.179483317,0.022900049,0.848261308,0.689830332,0.689825686,0.217642414,0.000121793,0.000593091,0.265668151,0.375162997,0.006209029,0.00508118,0.631744086,0.026118239,0.219971581,0.780028419,0.00513936,0.384153502,0.005365848,0.114986891,0.178395294,0.425324514,0.167916042,0.00062086,0.01017091,0.000152285,0.000248131,0.076774194,0.046510876,0.407566541,0.021062838,0.75820875,0.591435638,0.668393866,0.017499167,0.005366427,0.000468341,0.198226505,0.340297549,0.278776249,0.002532644,0.863506306,0.733141747,0.346287161,0.004670643,0.922503066,0.002547517,0.012281843,0.000198105,0.00017989,0.593920633,1430000000.0,0.671577169,0.241254966,0.863506306,0.346287161,0.122218679,0.650624652,0.460174513,0.562115674,0.317323612,0.046349698,0,0.818787969,0.005196679,0.624313322,0.600212776,0.84410697,0.293720367,0.027236643,0.566652652,1,0.015316107,1
0.453956028,0.516081553,0.501739922,0.665150838,0.665150838,0.996294747,0.776710051,0.761550328,0.272988769,0.759283462,0.003824214,0.0,0.461744798,0.000364036,0.0,0.144073153,0.144073153,0.144073153,0.203838518,0.318914904,0.000105873,0.093884863,0.161934172,0.021942367,0.847780033,0.688668535,0.689277176,0.217590063,5720000000.0,0.000366979,0.263793117,0.378208711,0.003245544,0.00034436,0.627881125,0.044450524,0.246576171,0.753423829,0.004874455,0.409986513,0.005365848,0.093938802,0.16152628,0.422677222,0.0,1220000000.0,0.545300298,19100000.0,75600000.0,0.009032258,7050000000.0,0.391284684,0.013695924,0.669427859,0.04060052,0.383260097,0.006327298,0.000253236,0.000159713,0.210205209,0.341533439,0.276391663,0.008081528,0.817651881,0.712388144,0.358559563,0.0,0.890684009,0.001738837,0.011004129,0.04034769,0.004963875,0.572892245,0.001697453,0.671415452,0.307354718,0.817651881,0.358559563,0.110933234,0.642172383,0.459195279,0.571581636,0.314154694,0.085299068,0,0.764289026,0.003735586,0.679350137,0.665149207,0.831484485,0.307015312,0.026350708,0.561557356,1,0.013225499,1
0.311314776,0.279655473,0.360886557,0.598293432,0.598293432,0.998510596,0.796186036,0.808234409,0.302380565,0.780717621,0.000533894,0.0,0.465178699,0.000409041,0.0,0.126079811,0.126079811,0.126079811,0.143708046,0.322876141,0.018739507,0.05594007,0.089402727,0.021967036,0.846859481,0.685067843,0.685067843,0.217153206,180000000.0,0.00019976,0.261558306,0.387532134,0.002763798,0.00171369,0.630464651,0.648867854,0.293708619,0.706291381,0.004902347,1.0,0.005365848,0.055889394,0.088296509,0.588075394,0.086956522,0.000594483,0.010649099,5900000000.0,0.00010364,0.047580645,0.008698207,0.378892381,0.009051919,0.677863247,0.176933443,0.249245347,0.02347838,0.001948479,0.000779997,0.159598596,0.346622232,0.276824127,0.002462897,0.517081987,0.517570608,0.627816873,0.047554337,0.846494745,0.001983958,0.17612906,5910000000.0,4390000000.0,0.593861711,1770000000.0,0.671562512,0.60380662,0.517081987,0.627816873,0.922128041,0.626090111,0.457792071,0.620600446,0.202311864,0.098747069,0,0.54232561,0.00045557,0.623593428,0.598295151,0.0,0.745352004,0.026749069,0.564949387,1,0.010437305,1
0.44688734,0.52523986,0.499919696,0.600253679,0.600253679,0.998963195,0.797301337,0.809243439,0.303382649,0.781451518,0.000112399,0.0,0.459176501,0.00040304,0.0,0.166364671,0.166364671,0.166364671,0.204783965,0.314670722,0.019193248,0.095431968,0.164494991,0.022001771,0.847931741,0.689198348,0.689198146,0.217539607,6270000000.0,0.00042657,0.263893357,0.372033456,0.013256745,0.003342537,0.623554472,0.013253814,0.175439127,0.824560873,0.010034171,0.38382023,0.007032393,0.095412575,0.163501998,0.409724781,0.077961019,0.00155012,0.004079977,2240000000.0,0.001062879,0.029032258,0.037510098,0.392268379,0.004718597,0.833670214,0.145982715,0.555760516,0.008955108,0.003374579,0.000598878,0.07904362,0.337778119,0.277660701,0.025859237,0.422938688,0.740314689,0.331286947,0.019303575,0.928317018,0.002161642,0.020574428,0.000281821,7140000000.0,0.594024649,1230000000.0,0.671568962,0.040100065,0.422938688,0.331286947,0.135663961,0.639777107,0.458814435,0.548349922,0.313847588,0.022103485,0,0.787715345,0.003020661,0.623412663,0.600251756,0.839107948,0.284391411,0.026058415,0.553763385,1,0.020200987,1
0.410178911,0.457860881,0.451469565,0.585724787,0.585724787,0.998728403,0.797021751,0.808970545,0.303385307,0.78120436,0.000114249,0.0,0.461826996,0.000574057,0.0,0.153343728,0.153343728,0.153343728,0.177271438,0.318773431,0.023201295,0.070108297,0.139941252,0.021762481,0.848004325,0.689287563,0.689287563,0.217580012,4700000000.0,0.000338881,0.263632266,0.377472896,0.00358938,0.001290102,0.630043082,0.022636537,0.21144602,0.78855398,0.005005072,0.386486402,0.006259749,0.076489651,0.146640525,0.406572413,0.086956522,0.001986345,0.003184227,5250000000.0,0.000158865,0.035967742,0.009990747,0.384206599,0.007141731,0.691240549,0.126628512,0.351526367,0.008139085,0.00122886,0.000245256,0.176007463,0.341708155,0.276441366,0.006449512,0.795916208,0.723439,0.342277436,5450000000.0,0.908281141,0.001887713,0.027222112,0.000136328,4710000000.0,0.593851737,892000000.0,0.671565819,0.284550101,0.795916208,0.342277436,0.110996307,0.635281405,0.458344648,0.571779425,0.31209579,0.077750338,0,0.741395072,0.003911941,0.622111772,0.585726201,0.831285036,0.291195554,0.02663537,0.564287129,1,0.016093455,1
0.44795983,0.545028347,0.491782215,0.594423385,0.594423385,0.998900222,0.797397069,0.809321427,0.303681872,0.781414886,8190000000.0,34000000.0,0.461691117,0.000586059,0.08735702,0.145548017,0.145548017,0.145548017,0.196085847,0.318313645,0.027617708,0.087452162,0.171650222,0.021974036,0.847356755,0.690044658,0.690044658,0.217544724,4490000000.0,0.000377136,0.264033227,0.376746395,0.005183135,0.001748625,0.633759127,0.032506224,0.231883182,0.768116818,0.004914444,0.393995075,0.005365848,0.087604019,0.170605535,0.413007102,0.107946027,0.001424325,0.004438619,7050000000.0,0.00011877,0.060645161,0.011057092,0.389701725,0.010397038,0.732813895,0.262856632,0.462086667,0.006192744,0.002862744,0.000201026,0.163348527,0.341270759,0.275339319,0.00634578,0.672444568,0.728606009,0.345751503,0.007412666,0.929396075,0.002250095,0.025578611,0.000142083,8110000000.0,0.593899659,538000000.0,0.671571033,0.471796825,0.672444568,0.345751503,0.125620223,0.641048552,0.45906555,0.56921729,0.313770805,0.05507608,0,0.79896306,0.003241483,0.622444281,0.594421589,0.84067482,0.298353555,0.029645328,0.568835713,1,0.014320963,1
0.392385317,0.43262102,0.451469565,0.555939117,0.555939117,0.998291057,0.796273053,0.808448584,0.302992305,0.780788078,7400000000.0,0.0,0.459094302,0.00040404,0.0,0.148919135,0.148919135,0.148919135,0.189467713,0.314635354,0.007214483,0.072632522,0.141146343,0.021050821,0.847667876,0.688957476,0.688957476,0.217556345,5280000000.0,0.000355101,0.263112417,0.370468686,0.001817155,0.000237683,0.630244449,0.015153339,0.184962361,0.815037639,0.004940946,0.385771769,0.005365848,0.072654583,0.140140261,0.396232431,0.044977511,0.002637639,0.002397776,7810000000.0,3400000000.0,0.019677419,0.014840709,0.358822731,0.053516738,0.676950978,0.076693922,0.131134124,0.001580416,0.001071221,6730000000.0,0.124354701,0.336213958,0.276867217,0.002283745,0.638589875,0.723862374,0.334885897,0.039682851,0.894696163,0.001633979,0.019282751,0.000105637,6400000000.0,0.593753305,358000000.0,0.671568937,0.693786158,0.638589875,0.334885897,0.124468176,0.641011726,0.459008685,0.538181887,0.31409221,0.142964134,0,0.728648941,0.001388039,0.625401791,0.555935806,0.831773761,0.285768371,0.02670462,0.564708965,1,0.018962844,1
0.401355238,0.455298735,0.445794743,0.59917266,0.599662722,0.998872375,0.796920486,0.808865085,0.302907227,0.781100079,0.000193807,2700000000.0,0.459600916,0.000783078,0.0,0.146854326,0.146854326,0.146854326,0.153446157,0.307172667,0.029478046,0.083055126,0.121187015,0.021991183,0.847338109,0.673908762,0.673908762,0.217491358,5350000000.0,0.000290219,0.262827237,0.356553407,0.003262392,0.001917686,0.6297674,0.058114701,0.256976147,0.743023853,0.005093114,0.406063304,0.005365848,0.083060563,0.120119146,0.423359141,0.071964018,0.000762886,0.008280355,4530000000.0,0.000146761,0.042741935,0.009679362,0.389079849,0.0053376,0.663915524,0.25852762,0.414399187,0.022557023,0.001990726,0.000529799,0.225946381,0.33611509,0.276710492,0.003640644,0.844263391,0.705754481,0.369839482,0.006898124,0.913020361,0.002014494,0.044445994,0.000212397,0.00013426,0.593797272,3160000000.0,0.67157672,0.171747924,0.844263391,0.369839482,0.130740633,0.647014709,0.4596846,0.527350345,0.317354479,0.084897402,0,0.739881583,0.004338696,0.622816572,0.599168833,0.82103204,0.316925261,0.026573826,0.56385382,1,0.012523172,1
0.4913957,0.535324902,0.533486803,0.607222647,0.607114545,0.999031252,0.797367602,0.80927716,0.303356304,0.781534325,0.00015449,0.0,0.462944231,0.000766077,0.0,0.18857191,0.18857191,0.18857191,0.210740286,0.320223527,0.027905077,0.104388893,0.169164721,0.022077831,0.848380512,0.689688111,0.689688111,0.217626694,7200000000.0,0.000437974,0.266130499,0.380434783,0.004288286,0.00245606,0.641953535,0.011886849,0.167518215,0.832481785,0.005028487,0.378850236,0.006760627,0.104369209,0.167702285,0.398496563,0.083958021,0.001286356,0.004916808,0.000121522,8320000000.0,0.028387097,0.009168221,0.394088781,0.014344583,0.721815364,0.225615619,0.284323601,0.011501703,0.003352636,0.000503124,0.121095743,0.343882387,0.276648195,0.002772748,0.686234033,0.729194764,0.333521322,0.012537679,0.929930021,0.002202051,0.023589392,0.000138026,0.000113117,0.59387672,1570000000.0,0.671559818,0.500406749,0.686234033,0.333521322,0.11874392,0.63108992,0.457467081,0.582051816,0.312030851,0.065865966,0,0.79209184,0.004866995,0.623020018,0.607219345,0.839630215,0.283400021,0.02076026,0.571267746,1,0.021334581,1
0.40116024,0.45638901,0.449006906,0.59456752,0.595187305,0.998942627,0.797066435,0.809017286,0.303015508,0.78128029,5170000000.0,391000000.0,0.456953776,0.000481048,0.0,0.154860731,0.154860731,0.154860731,0.179256878,0.304024899,0.027814329,0.092826317,0.138510206,0.022075476,0.847608456,0.688708035,0.688708035,0.217536422,6040000000.0,0.000352206,0.263127181,0.344854886,0.007130711,0.002374961,0.629978699,0.024258839,0.215648336,0.784351664,0.011874126,0.393734497,0.011222214,0.092929145,0.138481261,0.419673563,0.104947526,0.001107808,0.005706674,4600000000.0,0.000913093,0.041612903,0.059474465,0.388378825,0.00235,0.780154743,0.336470006,0.667783714,0.007699946,0.003464039,0.000235454,0.173435961,0.330371297,0.278570921,0.009820646,0.768851452,0.736376854,0.342850749,0.007269717,0.914539521,0.001994726,0.0369192,0.000248195,0.000124852,0.593943568,779000000.0,0.67156514,0.017031451,0.768851452,0.342850749,0.127560682,0.633782742,0.458183602,0.493494943,0.311461323,0.040566086,0,0.745100943,0.002818043,0.622553154,0.594562876,0.83146459,0.292372455,0.02662309,0.564205462,1,0.015703499,1
0.480183298,0.545028347,0.531345361,0.60090229,0.60090229,0.999035296,0.79741699,0.809330411,0.303433889,0.781601975,506000000.0,0.0,0.461233151,0.000481048,0.321793704,0.193038641,0.193038641,0.193038641,0.221802023,0.31665134,0.044330505,0.110658741,0.175792724,0.022126536,0.848050451,0.689435006,0.689435006,0.217600649,679000000.0,0.000445111,0.264025456,0.372741329,0.008703249,0.002089242,0.633200915,0.01805415,0.196964658,0.803035342,0.007284681,0.383584256,0.005365848,0.110614425,0.174851067,0.422261908,0.092953523,0.000781147,0.008086518,1970000000.0,0.001087087,0.038225806,0.025048837,0.398170552,0.002960257,0.82267724,0.33790528,0.851361797,0.006902913,0.003305643,0.000201028,0.182133413,0.340247336,0.277977392,0.014286163,0.884669832,0.740759779,0.340440707,0.002046229,0.936765828,0.002285197,0.010994568,0.000377613,0.000148722,0.593997394,819000000.0,0.671564628,0.043441467,0.884669832,0.340440707,0.115784268,0.63456952,0.458184886,0.562044518,0.312253851,0.033432491,0,0.799501541,0.006413129,0.622151578,0.600903952,0.840529091,0.287872219,0.028049352,0.567897048,1,0.017570287,1
0.498513138,0.574465765,0.548102147,0.609384684,0.609737817,0.998998899,0.797593651,0.809350461,0.303818674,0.781673975,0.000228845,4140000000.0,0.464769382,0.000410041,0.144650268,0.178037167,0.178037167,0.178037167,0.230405597,0.330268091,0.032669359,0.101050403,0.195074188,0.022128259,0.848031899,0.690824662,0.695830532,0.217994881,642000000.0,0.000479473,0.264547637,0.387578704,0.005548813,0.002670037,0.631338612,0.020786256,0.206125102,0.793874898,0.005063943,0.38415462,0.007048235,0.101014542,0.194103009,0.408577978,0.077961019,0.000622889,0.010157247,4180000000.0,9460000000.0,0.038548387,0.016288941,0.394009633,0.022918189,0.743054701,0.214526369,0.401213957,0.038333181,0.002882443,0.00152526,0.133176513,0.346952015,0.273346252,0.007239288,0.614323744,0.730913866,0.337658318,0.018610645,0.933519125,0.002265189,0.027285607,0.000201935,0.000108612,0.593904619,5290000000.0,0.671572448,0.445033415,0.614323744,0.337658318,0.134016628,0.643070647,0.459292056,0.60630823,0.314609338,0.051613298,0,0.801576163,0.005958369,0.623370945,0.609384961,0.8408917,0.289853809,0.026979489,0.565920571,1,0.016611831,1
0.469799639,0.535542957,0.521334119,0.599309589,0.599309589,0.999001672,0.797382681,0.809303069,0.30344404,0.781560431,586000000.0,1490000000.0,0.457837833,0.000358036,0.0,0.169398677,0.169398677,0.169398677,0.213954808,0.304024899,0.026226235,0.100236137,0.170143858,0.022077072,0.848070308,0.688949397,0.688949397,0.217543868,5800000000.0,0.000450776,0.263983495,0.35062032,0.007925092,0.001363091,0.635979302,0.016820325,0.192187925,0.807812075,0.005672144,0.380905783,0.005365848,0.100208445,0.169195385,0.419145712,0.083958021,0.001296501,0.004878382,1910000000.0,0.000378249,0.035967742,0.033074336,0.396463219,0.01093597,0.803591127,0.265549373,0.795771963,0.004747955,0.002514896,0.00013507,0.186461329,0.330750638,0.278372951,0.014318533,0.928440363,0.738127282,0.340118754,0.001424422,0.930257022,0.002221426,0.010455699,0.000370671,0.000121824,0.593978556,592000000.0,0.671569643,0.115718753,0.928440363,0.340118754,0.113948775,0.640175065,0.458906753,0.503414344,0.313838854,0.036623427,0,0.795421603,0.002643143,0.62133523,0.599306891,0.839971585,0.286977519,0.040254314,0.569830514,1,0.018104263,1
0.406035197,0.445922372,0.44515231,0.595799882,0.595799882,0.998745273,0.796854636,0.808766135,0.303058047,0.780982184,0.000259026,9850000000.0,0.454264697,0.000470047,0.0,0.14748641,0.14748641,0.14748641,0.199300369,0.314281672,0.005838135,0.089324974,0.157866988,0.02199014,0.848032793,0.689443922,0.689444124,0.217594506,5050000000.0,0.00041297,0.264100054,0.368494095,0.006817451,0.001106069,0.630310201,0.005970326,0.116818333,0.883181667,0.005221173,0.375070177,0.005365848,0.089322064,0.157884021,0.397793208,0.059970015,0.001803739,0.003507004,4600000000.0,8090000000.0,0.01983871,0.005725365,0.387824789,0.008884137,0.759307974,0.100451585,0.254214438,0.010292226,0.002650225,0.000778627,0.069818397,0.328528164,0.279423656,0.01111152,0.5596856,0.732515987,0.329226326,0.015387638,0.872127949,0.001967819,0.038080093,0.000150508,5880000000.0,0.593928574,1690000000.0,0.67154861,0.411391754,0.5596856,0.329226326,0.117123266,0.624297799,0.455241409,0.518364368,0.311692888,0.042366274,0,0.737503323,0.000560237,0.623425821,0.595798627,0.835562039,0.279109234,0.026695606,0.564657498,1,0.032093585,1
0.46404719,0.527256869,0.517533059,0.610710734,0.610595425,0.998976714,0.797347958,0.809280154,0.303435823,0.781530957,0.000264923,0.000108832,0.461711247,0.000347035,0.0,0.181703257,0.181703257,0.181703257,0.209133024,0.3188088,0.035800172,0.097874766,0.165775401,0.022072679,0.847978997,0.688642393,0.688642393,0.217471909,7290000000.0,0.000441318,0.263762812,0.377947916,0.007306685,0.004723096,0.624178778,0.013510975,0.176799589,0.823200411,0.005385577,0.379318829,0.006585137,0.097871578,0.164821657,0.411580297,0.112443778,0.000470717,0.013459313,4720000000.0,0.00028293,0.037258065,0.010954276,0.39251713,0.004765694,0.783541399,0.463404847,0.663926567,0.047491433,0.004950143,0.001495043,0.168454896,0.341540407,0.277887191,0.006438142,0.909852696,0.735290546,0.337173556,0.001602531,0.932146765,0.002209867,0.039505746,0.000248598,0.000175873,0.593947119,4840000000.0,0.671573916,0.186118932,0.909852696,0.337173556,0.11340879,0.64498312,0.459571889,0.569658558,0.315039893,0.039623748,0,0.791302514,0.001132904,0.623639395,0.610705696,0.839508319,0.28457744,0.026061519,0.553919301,1,0.020013582,1
0.475795837,0.497056258,0.526580652,0.595050375,0.595050375,0.998881849,0.797104617,0.809093451,0.303209351,0.781445623,0.000110317,3770000000.0,0.466837775,0.000309031,0.0,0.183135982,0.183135982,0.183135982,0.199867637,0.328464314,0.027511835,0.085090791,0.142652708,0.021952323,0.847852264,0.681076299,0.681076299,0.21730462,557000000.0,0.000400168,0.263457429,0.384244253,0.007451459,0.002238963,0.629659183,0.015879226,0.188227469,0.811772531,0.005037191,0.38771548,0.005365848,0.085079877,0.141648443,0.400901366,0.068965517,0.001558236,0.004057775,5140000000.0,5370000000.0,0.028225806,0.014382445,0.388152688,0.033089239,0.767275649,0.172758389,0.307288806,0.039696461,0.004092191,0.002718337,0.077182744,0.3470948,0.278131542,0.009026624,0.384162796,0.73380796,0.331750677,0.03946256,0.923828736,0.002030712,0.021639129,0.00016684,9490000000.0,0.593938923,5960000000.0,0.671581963,0.668370517,0.384162796,0.331750677,0.14246287,0.651255432,0.460408828,0.603616451,0.316686021,0.038876954,0,0.77069935,0.006167124,0.624184676,0.595046917,0.83684689,0.286294923,0.02659087,0.563980054,1,0.018566979,1
0.433871204,0.443741823,0.469564752,0.595367474,0.595403508,0.998918709,0.797164795,0.809103086,0.303237146,0.781373904,7910000000.0,2000000000.0,0.466418392,0.000574057,0.0,0.147697105,0.147697105,0.147697105,0.16242791,0.33709415,0.061345796,0.083217979,0.122392107,0.022053273,0.848034064,0.68922169,0.68922169,0.217581246,4330000000.0,0.000312653,0.263424793,0.390065571,0.001297344,0.001006878,0.630039657,0.042598419,0.244731989,0.755268011,0.004835746,0.398026765,0.005365848,0.083215269,0.121363396,0.40233219,0.172413793,0.001929534,0.003276449,0.000423991,0.000141465,0.087580645,0.016509261,0.389622578,0.014164185,0.625403078,0.105000923,0.150583016,0.022392138,0.000928918,0.000631423,0.188115852,0.351831404,0.276920005,0.001310558,0.735694793,0.702819626,0.3541627,0.02341479,0.909091383,0.002000199,0.050010667,1760000000.0,1370000000.0,0.593849385,121000000.0,0.671569874,0.695297606,0.735694793,0.3541627,0.130287981,0.63710598,0.458661028,0.65218721,0.31150781,0.189435463,0,0.728678402,0.002044112,0.613400507,0.595366419,0.822486352,0.305672238,0.026635678,0.564289148,1,0.013355245,1
0.477599571,0.548462713,0.530970609,0.598963663,0.598963663,0.998999823,0.797401357,0.809325203,0.30348102,0.781524641,550000000.0,0.0,0.461895775,0.000659066,0.087660694,0.186886351,0.186886351,0.186886351,0.209700293,0.319374691,0.026725351,0.100073284,0.171951495,0.022060653,0.847987773,0.690157447,0.690157447,0.217533933,6940000000.0,0.000440669,0.264075188,0.378376365,0.003727913,0.002444831,0.634181724,0.012009046,0.168243795,0.831756205,0.005003543,0.382639241,0.006153115,0.100061882,0.171005203,0.402133911,0.08095952,0.000653323,0.009680766,7740000000.0,8620000000.0,0.028225806,0.056654378,0.399335158,0.089252033,0.701732031,0.212029185,0.317697487,0.010703333,0.002444437,0.000368811,0.153858361,0.341987575,0.276652191,0.003670297,0.871733958,0.727263191,0.335558491,0.006477612,0.932367185,0.00226126,0.012838325,0.000159297,0.000108479,0.59384883,1490000000.0,0.671568528,0.493287124,0.871733958,0.335558491,0.115456793,0.639429747,0.458742532,0.571843254,0.313812521,0.075065024,0,0.798298269,0.016618346,0.631286105,0.598961365,0.840292036,0.283488426,0.03103568,0.569192797,1,0.021223132,1
0.39082533,0.489805931,0.435676428,0.596340391,0.596340391,0.998950253,0.796741888,0.808701557,0.302432289,0.780428217,6260000000.0,204000000.0,0.462165857,0.00069607,0.0,0.158779655,0.158779655,0.158779655,0.185118654,0.318596591,0.005792761,0.094943409,0.156586578,0.022004584,0.847894955,0.686727714,0.686727714,0.216659486,526000000.0,0.00041025,0.263176912,0.378497448,0.006796859,0.002608277,0.62917597,0.00989978,0.153974061,0.846025939,0.006762714,0.379524607,0.011952203,0.094899604,0.155621748,0.395219601,0.031484258,0.001450702,0.004356644,0.000121714,0.000234514,0.016129032,0.026764391,0.391013319,0.014491002,0.765001008,0.421241469,0.431256368,0.119647619,0.006486454,0.005379743,0.117797634,0.342360301,0.277236144,0.001157788,0.72557618,0.733161263,0.332648556,0.004314307,0.901144134,0.00208869,0.04134263,0.000516651,0.000511828,0.593958768,0.000376596,0.671638918,0.07505747,0.72557618,0.332648556,0.114596223,0.670312046,0.463811779,0.573093484,0.319879043,0.042490401,0,0.761755022,0.065664461,0.624226801,0.596339133,0.8367443,0.281958612,0.026451388,0.562770576,1,0.023533724,1
0.433383708,0.486371566,0.482038653,0.604404791,0.604404791,0.998902186,0.797033095,0.808975362,0.303041612,0.781252781,0.000240061,156000000.0,0.46074499,0.00050005,0.0,0.161897939,0.161897939,0.161897939,0.178405975,0.314352409,0.025969115,0.088103575,0.137531069,0.022056781,0.813643479,0.687764459,0.687764459,0.217502541,5780000000.0,0.000362063,0.263389048,0.373421259,0.003276745,0.001348119,0.629643772,0.03559033,0.236418055,0.763581945,0.004863082,0.3955194,0.006487033,0.08811699,0.13648292,0.413585862,0.058470765,0.000732452,0.008639851,3290000000.0,5450000000.0,0.034354839,0.00760836,0.390447977,0.018384061,0.685038392,0.131399977,0.314496348,0.001006868,0.001315525,3110000000.0,0.171590325,0.339306744,0.276579212,0.005419683,0.693462982,0.718749744,0.348256358,0.009774564,0.914635424,0.002070628,0.035169583,0.000207516,8670000000.0,0.593800844,181000000.0,0.671571244,0.586725067,0.693462982,0.348256358,0.12518729,0.642170766,0.459191772,0.554437675,0.314221842,0.084560832,0,0.763139542,0.005850396,0.622856681,0.604405017,0.832636483,0.300589939,0.026543839,0.56361882,1,0.01396798,1
0.480134549,0.548844309,0.53257669,0.602444544,0.602444544,0.999004792,0.797423492,0.809342779,0.303509057,0.781594115,0.000105923,577000000.0,0.458800735,0.000478048,0.121773459,0.175635245,0.175635245,0.175635245,0.219249315,0.311629058,0.036707655,0.102760362,0.175868042,0.022129791,0.848062509,0.689559308,0.689561415,0.217600131,664000000.0,0.000453845,0.264086844,0.369565217,0.011342866,0.008715675,0.632261887,0.01519164,0.185143755,0.814856245,0.006533654,0.380225819,0.007639904,0.102700018,0.174662544,0.412803464,0.115442279,0.000411877,0.015378901,0.000104899,0.000487185,0.042258065,0.105074688,0.407430859,0.023248675,0.82847536,0.501139544,0.606590286,0.027382038,0.009080322,0.001442446,0.100474989,0.336605874,0.277197327,0.006194811,0.512788466,0.740468203,0.333228183,0.014075353,0.933906541,0.002296499,0.017266648,0.000210264,0.000177621,0.593986392,2610000000.0,0.671569126,0.10131797,0.512788466,0.333228183,0.132286654,0.63862427,0.458678365,0.54049232,0.313500273,0.025786033,0,0.80267377,0.02589469,0.624121397,0.602443032,0.840868098,0.285796346,0.027485083,0.567155665,1,0.018940869,1
