age,job,balance,contact,day,month,duration,pdays,deposit
30,0,4457,0,21,9,566,-1,1
37,9,189,0,16,6,162,-1,1
35,9,1880,0,20,8,154,-1,1
36,7,0,0,15,5,687,-1,1
39,4,11835,0,11,1,744,-1,1
25,9,839,0,18,8,700,-1,1
33,4,952,0,29,0,1241,-1,1
28,1,-197,2,9,8,2016,-1,1
31,6,1657,0,28,4,872,-1,1
56,5,1947,0,2,7,225,123,1
41,2,30,0,30,0,460,-1,1
68,5,2027,0,14,11,404,91,1
61,0,1332,0,12,7,156,-1,1
37,4,72,0,20,0,885,150,1
28,8,153,0,23,5,1124,-1,1
46,0,70,0,27,7,229,-1,1
53,7,36,2,2,5,25,417,1
32,7,-198,2,21,8,681,-1,1
33,0,5,0,15,8,934,368,1
57,3,2326,0,17,0,378,-1,1
41,9,67,0,19,9,814,-1,1
24,9,598,0,12,8,762,182,1
45,8,1527,0,8,7,132,-1,1
49,4,1623,0,19,9,1081,-1,1
30,1,253,0,5,8,259,-1,1
26,7,1445,1,23,10,171,-1,1
57,4,256,0,5,6,304,91,1
39,1,1181,0,30,5,650,-1,1
40,9,1646,0,4,8,392,91,1
52,5,-309,2,19,6,500,-1,1
35,9,670,0,13,0,278,182,1
46,0,2196,0,28,5,573,-1,1
49,7,947,2,20,6,808,-1,1
22,8,71,0,13,5,337,181,1
36,9,521,0,20,10,347,-1,1
38,9,5115,0,27,3,99,102,1
40,4,-17,0,11,8,474,256,1
24,9,556,0,18,1,460,-1,1
78,5,229,1,22,10,97,-1,1
25,9,325,0,22,10,716,-1,1
63,4,5112,1,13,9,2184,95,1
31,4,11821,0,18,1,384,-1,1
41,9,650,0,20,9,2420,-1,1
50,5,8648,0,12,8,731,176,1
27,6,168,0,12,9,123,196,1
27,1,2486,2,29,8,733,-1,1
50,9,396,2,20,6,716,-1,1
44,4,1791,1,12,1,201,182,1
26,6,168,0,30,0,394,-1,1
46,9,3308,0,28,5,219,-1,1
36,7,4721,0,9,6,150,92,1
35,4,18111,0,14,1,172,-1,1
68,5,1146,0,3,7,153,110,1
50,0,237,1,5,9,169,-1,1
36,7,618,0,13,5,360,335,1
34,0,1085,0,11,7,101,-1,1
30,4,1028,0,4,3,1294,-1,1
22,0,114,0,30,7,517,-1,1
59,0,0,0,10,5,982,-1,1
60,1,631,0,12,1,429,-1,1
32,9,660,0,25,10,226,490,1
46,6,2421,0,19,9,1084,100,1
23,8,794,0,26,5,607,171,1
22,6,2138,0,10,1,164,109,1
59,7,2965,0,13,8,1970,-1,1
26,4,222,0,28,6,247,63,1
35,4,6997,0,9,5,1121,-1,1
53,5,665,0,22,0,371,-1,1
39,4,285,0,15,5,838,-1,1
32,9,473,0,10,1,1064,95,1
41,4,2226,0,7,1,182,99,1
37,0,245,2,7,8,732,-1,1
35,4,1133,0,3,9,102,-1,1
42,4,294,0,26,1,513,-1,1
27,0,451,0,16,5,652,-1,1
57,11,19268,2,23,10,301,-1,1
41,1,1461,2,6,6,554,-1,1
37,3,465,0,18,8,899,-1,1
44,10,0,0,5,3,1960,-1,1
32,9,654,0,25,8,615,-1,1
34,0,79,0,5,1,203,92,1
42,7,4216,0,12,6,186,-1,1
54,0,66,0,11,9,167,-1,1
48,6,0,0,29,4,1249,-1,1
73,5,5539,1,6,1,338,-1,1
33,4,2599,0,30,0,1373,-1,1
42,4,2187,0,17,9,525,-1,1
57,0,2120,0,19,1,687,-1,1
29,7,339,2,4,5,1576,-1,1
47,1,8229,0,8,1,784,-1,1
51,4,346,0,12,3,122,92,1
34,4,158,0,9,6,190,92,1
25,9,7103,0,28,8,188,10,1
50,0,4855,0,5,1,720,-1,1
47,0,3696,0,12,5,250,181,1
40,9,-357,0,16,5,700,-1,1
79,5,8304,1,9,7,303,-1,1
30,8,48,0,25,3,217,191,1
54,6,384,0,27,8,200,-1,1
53,1,751,0,3,3,1528,-1,1
33,1,3546,2,23,8,777,-1,1
60,4,73,1,8,1,243,-1,1
35,6,71,0,15,6,651,-1,1
46,0,974,0,5,6,174,80,1
52,7,306,0,13,8,650,-1,1
50,4,3463,0,28,10,96,-1,1
47,0,3676,0,15,5,415,342,1
73,5,459,0,17,3,281,-1,1
35,0,286,0,30,0,949,-1,1
26,1,-11,0,17,5,1150,-1,1
46,4,273,0,15,11,1962,105,1
42,4,2665,0,4,6,280,126,1
29,6,3290,0,12,8,430,50,1
30,4,8535,0,18,6,393,-1,1
37,4,1276,0,16,9,146,94,1
28,0,2736,0,8,5,705,-1,1
32,1,10287,0,27,8,281,188,1
53,4,1624,0,6,1,107,98,1
41,6,0,0,17,9,789,-1,1
40,7,446,2,16,8,1252,-1,1
53,9,395,0,29,10,136,148,1
64,5,315,0,17,3,154,-1,1
32,9,484,0,12,1,668,463,1
48,9,0,2,30,8,682,-1,1
35,0,507,0,22,5,560,-1,1
43,4,2987,0,4,6,156,85,1
25,7,801,0,5,6,255,-1,1
43,4,0,0,14,5,1153,-1,1
29,4,572,1,8,9,319,-1,1
61,4,2,0,12,1,131,114,1
64,5,34,0,26,1,244,-1,1
27,9,1075,0,2,11,529,184,1
38,9,508,0,12,1,1103,-1,1
36,4,926,0,14,0,216,-1,1
61,6,10861,0,25,10,225,91,1
49,1,24,0,11,8,701,362,1
33,1,611,1,16,11,390,-1,1
25,1,1857,0,12,10,187,91,1
33,1,329,0,6,11,224,145,1
51,4,2635,0,21,8,407,74,1
32,1,225,0,17,0,574,150,1
32,0,1604,0,7,5,625,-1,1
72,5,4657,1,23,7,255,91,1
34,0,1406,0,20,1,63,85,1
38,9,6728,0,25,9,232,96,1
35,4,611,0,1,10,305,121,1
38,9,1805,2,9,6,952,-1,1
43,1,-399,0,28,5,662,-1,1
31,9,208,0,12,1,1344,-1,1
30,4,10884,0,4,8,333,-1,1
22,8,3472,0,20,10,332,183,1
46,0,556,2,15,8,646,-1,1
52,4,7192,0,4,1,1486,-1,1
35,9,13460,0,15,8,1068,-1,1
71,5,2988,1,17,0,130,-1,1
30,4,102,0,18,2,364,-1,1
25,8,1868,0,26,10,259,103,1
34,4,-578,0,18,8,767,-1,1
51,0,241,0,7,2,308,-1,1
25,7,162,0,1,11,531,-1,1
48,4,5320,2,20,6,792,-1,1
42,1,366,0,22,8,324,106,1
55,4,1504,0,22,8,338,-1,1
38,0,262,0,3,3,315,180,1
26,1,191,0,6,8,550,-1,1
27,0,73,0,10,3,159,-1,1
75,5,358,0,17,3,364,-1,1
32,9,483,0,8,1,580,-1,1
39,4,5047,0,29,0,218,-1,1
46,9,5862,0,1,6,84,-1,1
40,4,0,0,25,7,506,-1,1
36,1,2843,0,14,1,186,-1,1
54,6,351,2,6,6,642,-1,1
42,4,372,0,4,1,153,1,1
42,4,27696,0,12,8,176,89,1
37,1,133,0,11,8,1388,-1,1
25,8,3,0,26,8,170,-1,1
29,4,15459,0,18,3,264,-1,1
32,4,2551,0,21,5,638,-1,1
64,5,571,0,20,0,1422,-1,1
55,4,7803,0,15,4,441,-1,1
56,4,0,0,3,3,996,-1,1
28,0,24,0,18,5,415,-1,1
52,4,2104,0,3,6,210,-1,1
36,9,3158,0,3,6,144,-1,1
25,8,10,0,21,5,857,-1,1
66,6,147,1,12,4,411,-1,1
31,4,12857,1,4,8,483,87,1
43,9,4389,1,2,5,632,85,1
59,4,474,0,21,1,252,-1,1
35,4,2326,0,16,11,319,-1,1
48,0,3644,1,31,5,1039,-1,1
38,0,1988,0,27,7,164,130,1
27,0,1595,0,29,2,196,197,1
25,8,331,1,26,1,170,-1,1
56,4,4623,0,25,3,305,192,1
54,4,12018,0,21,2,267,-1,1
36,10,154,0,26,1,556,-1,1
31,0,190,0,30,0,514,-1,1
62,2,3904,1,29,4,403,-1,1
31,9,882,0,4,11,293,93,1
66,5,53,0,12,5,562,-1,1
32,4,6542,0,15,8,1598,175,1
40,7,687,0,2,3,531,208,1
43,1,3064,0,20,9,2453,-1,1
51,3,9228,0,18,5,655,-1,1
34,1,800,0,5,0,144,-1,1
47,4,3505,0,17,9,434,-1,1
36,4,5958,0,22,11,155,184,1
27,9,667,0,29,4,866,-1,1
52,7,36,0,11,8,930,-1,1
44,3,1059,2,18,6,2093,-1,1
26,9,915,0,2,6,384,-1,1
32,9,1547,0,26,10,289,805,1
34,4,3050,0,13,8,469,-1,1
35,9,7050,0,11,1,222,182,1
32,4,2,0,11,11,100,-1,1
43,6,14144,0,21,9,504,-1,1
50,10,705,2,5,6,504,-1,1
40,1,1758,2,16,8,1230,-1,1
29,6,476,0,18,8,427,-1,1
32,9,348,0,17,5,926,-1,1
50,4,5969,0,25,4,455,544,1
65,10,3195,1,2,7,904,-1,1
59,6,2013,0,17,9,409,-1,1
44,2,121,0,10,1,412,-1,1
33,0,82,0,25,5,735,-1,1
33,4,935,0,9,3,385,92,1
57,10,3754,0,5,3,1063,-1,1
38,4,104,0,6,8,606,-1,1
49,4,4751,0,12,1,884,-1,1
45,1,1529,0,13,9,181,197,1
25,9,102,0,8,5,574,-1,1
22,3,1796,0,28,6,369,-1,1
32,4,935,0,10,1,161,375,1
36,7,365,0,4,8,643,-1,1
32,4,222,0,15,5,820,-1,1
45,1,0,0,5,1,374,472,1
35,3,1015,2,5,6,406,-1,1
23,8,107,0,14,10,84,183,1
50,1,82,1,5,0,456,-1,1
31,4,877,0,9,6,192,93,1
61,5,2557,0,10,9,89,91,1
42,1,1673,0,17,0,636,-1,1
39,1,2467,0,19,5,207,276,1
37,9,980,0,8,1,1306,-1,1
30,1,183,0,18,5,610,-1,1
55,10,387,2,6,8,918,-1,1
30,7,459,0,18,5,494,-1,1
57,4,1227,0,5,6,232,-1,1
31,10,302,0,3,3,349,357,1
37,2,175,2,13,8,753,-1,1
34,1,182,0,6,1,938,-1,1
31,9,-367,0,18,5,474,-1,1
52,9,876,0,4,8,601,-1,1
48,10,201,0,10,9,594,91,1
73,5,796,0,23,10,427,182,1
54,5,0,2,13,8,618,-1,1
38,0,1559,0,3,7,136,280,1
39,1,70,2,8,8,813,-1,1
44,6,2734,0,12,8,897,-1,1
29,0,3528,0,8,10,137,-1,1
51,4,469,0,15,0,200,181,1
31,1,3311,2,20,8,719,-1,1
33,7,152,0,25,8,202,365,1
39,6,1047,2,6,6,554,-1,1
30,9,484,2,6,8,703,-1,1
39,9,1587,0,8,11,108,98,1
25,4,4461,0,11,7,796,-1,1
57,0,3551,0,12,8,458,-1,1
35,4,495,0,30,0,266,87,1
27,1,3792,0,22,0,279,-1,1
27,9,489,0,30,5,356,-1,1
28,6,159,0,16,9,449,33,1
41,0,985,0,30,6,274,391,1
46,1,369,2,13,8,916,-1,1
38,4,257,0,30,0,435,-1,1
35,9,2779,0,22,10,118,-1,1
24,7,638,0,7,8,792,-1,1
24,1,833,0,15,8,956,-1,1
28,4,9314,0,2,5,276,-1,1
28,0,4745,1,12,8,360,181,1
53,4,2693,0,5,7,90,104,1
45,4,160,0,10,9,182,194,1
33,7,1697,0,3,9,179,-1,1
51,4,0,2,7,6,302,-1,1
32,9,-770,0,18,8,618,-1,1
65,5,20806,1,8,0,523,-1,1
32,1,3136,0,19,9,820,-1,1
67,5,1430,0,11,4,499,91,1
53,9,6831,0,13,8,1130,-1,1
41,1,664,0,15,5,955,-1,1
30,1,49,0,30,4,808,-1,1
37,1,604,0,7,10,371,495,1
27,9,931,0,4,3,1078,-1,1
77,5,699,0,13,1,425,-1,1
32,0,212,0,7,5,830,-1,1
25,4,362,0,3,6,617,-1,1
32,4,2667,0,12,1,971,-1,1
43,9,-754,0,9,5,727,-1,1
30,7,517,0,11,2,141,-1,1
59,4,258,1,29,10,266,-1,1
61,5,3140,0,6,1,975,98,1
32,6,658,0,27,7,283,-1,1
37,4,255,0,24,3,562,183,1
51,6,5350,0,31,5,612,-1,1
55,4,9756,0,5,6,103,95,1
38,4,3646,0,12,8,1710,286,1
47,0,368,0,21,8,403,87,1
59,7,1,0,28,4,602,253,1
51,5,1435,2,11,6,587,-1,1
25,0,122,0,7,8,481,-1,1
67,5,2027,0,15,7,161,-1,1
58,2,496,0,22,0,132,-1,1
52,4,83,0,26,1,1223,-1,1
54,9,467,0,18,5,674,-1,1
27,9,0,0,8,5,732,-1,1
41,7,471,0,13,8,954,293,1
72,5,5715,0,17,8,1114,181,1
24,1,-389,2,4,6,1242,-1,1
36,0,364,0,31,1,185,123,1
39,7,25,0,12,8,658,351,1
55,9,3450,0,10,3,169,183,1
35,0,2374,0,11,1,765,183,1
32,9,5514,0,22,0,319,182,1
29,1,455,1,27,8,214,36,1
59,7,739,0,14,4,408,-1,1
33,4,336,0,15,0,179,-1,1
30,7,436,0,17,6,1720,-1,1
30,4,536,0,2,5,309,-1,1
37,4,0,0,16,5,268,182,1
39,4,0,0,18,3,224,-1,1
40,1,1181,0,4,3,718,189,1
29,4,265,0,22,8,491,-1,1
24,10,2573,0,24,8,375,-1,1
31,1,-537,0,21,5,1039,-1,1
62,4,1128,0,2,11,236,290,1
33,0,2780,0,19,9,485,-1,1
67,4,405,0,10,9,344,95,1
44,6,706,2,5,9,204,-1,1
79,5,2661,0,10,9,254,-1,1
30,9,2734,0,21,9,459,-1,1
38,3,196,0,30,0,574,-1,1
31,4,533,1,12,8,372,90,1
38,9,6728,0,21,1,252,-1,1
36,7,1227,0,4,8,775,341,1
30,1,5,0,17,0,840,-1,1
34,9,197,0,20,1,78,-1,1
27,4,13,0,30,4,475,-1,1
32,0,284,0,29,0,717,-1,1
37,4,33,0,12,7,186,-1,1
56,4,2333,0,4,8,244,-1,1
28,1,1705,0,17,2,412,-1,1
49,1,2039,0,6,8,451,169,1
23,8,381,0,23,3,696,189,1
56,5,3738,0,17,0,156,305,1
54,1,4401,1,13,8,414,183,1
59,4,553,0,7,5,1272,-1,1
53,9,-725,2,27,8,1205,-1,1
51,5,67,2,18,6,835,-1,1
31,10,330,0,13,5,309,181,1
62,4,5943,1,17,3,196,-1,1
38,9,25,0,1,6,232,-1,1
25,4,316,0,27,7,347,-1,1
43,9,4389,0,8,0,618,-1,1
45,0,0,0,29,10,264,-1,1
78,5,1389,0,8,0,335,-1,1
30,4,398,0,27,10,102,180,1
69,5,247,0,22,0,138,-1,1
48,2,0,0,28,5,431,-1,1
31,0,131,0,15,6,151,-1,1
57,5,604,0,19,9,187,-1,0
45,0,0,0,17,9,102,-1,0
48,1,238,0,2,6,118,81,0
34,0,673,0,29,4,89,260,0
37,2,7944,0,21,9,102,-1,0
32,4,3696,2,21,8,315,-1,0
35,6,347,2,20,6,231,-1,0
31,1,-199,1,12,8,149,299,0
54,9,337,2,28,8,302,-1,0
52,10,5091,0,26,8,309,-1,0
29,6,970,0,13,8,240,-1,0
34,7,258,2,4,6,131,-1,0
37,1,614,2,20,8,185,-1,0
66,3,1929,0,2,3,169,-1,0
33,9,2362,0,26,1,271,-1,0
60,5,8121,0,18,1,98,-1,0
55,4,608,0,7,8,161,-1,0
34,1,3723,2,27,8,47,-1,0
52,1,117,0,24,5,164,-1,0
29,7,363,0,15,8,164,-1,0
43,7,130,2,8,8,193,-1,0
57,7,2225,0,18,8,8,-1,0
32,1,-105,1,31,5,454,-1,0
67,11,7687,1,30,10,70,-1,0
45,7,222,0,25,1,119,-1,0
47,9,736,0,29,5,212,-1,0
31,6,84,0,6,1,157,-1,0
52,1,196,2,7,8,119,-1,0
41,9,2123,0,8,1,130,-1,0
35,1,-482,2,27,8,472,-1,0
48,4,700,0,29,1,488,-1,0
53,1,1388,0,7,1,139,-1,0
59,2,222,0,18,9,97,-1,0
26,1,592,2,27,8,174,-1,0
30,4,0,0,14,1,95,-1,0
56,6,411,2,19,6,145,-1,0
41,1,-104,2,16,8,32,-1,0
52,9,475,0,28,5,121,-1,0
35,0,181,0,18,8,217,301,0
41,4,653,1,17,9,60,-1,0
39,4,0,2,2,6,46,-1,0
51,4,0,0,19,1,263,84,0
46,1,942,0,18,9,240,119,0
43,9,13,0,9,5,977,-1,0
31,9,200,0,6,1,315,-1,0
56,10,660,2,6,6,72,-1,0
35,2,1309,0,18,9,73,-1,0
58,6,-364,2,5,8,355,-1,0
33,9,-616,2,27,8,320,-1,0
36,1,2596,2,18,6,60,-1,0
49,2,5802,0,12,1,175,104,0
47,9,568,1,14,5,256,-1,0
61,5,296,2,3,6,323,-1,0
45,7,561,2,29,8,340,-1,0
53,4,2894,0,5,8,163,-1,0
31,4,2344,0,14,1,221,-1,0
35,0,1345,0,23,5,135,-1,0
55,4,171,0,8,1,73,-1,0
50,9,1838,0,13,1,221,-1,0
53,11,549,1,28,4,74,-1,0
45,0,1097,0,2,3,174,208,0
45,10,1148,0,19,9,782,-1,0
32,9,3818,0,18,1,100,-1,0
33,1,934,2,4,6,244,-1,0
51,1,-637,0,19,9,233,-1,0
27,3,65,0,17,5,59,-1,0
37,9,24,0,13,1,136,105,0
45,1,907,0,18,1,230,-1,0
40,1,100,2,29,8,218,-1,0
41,1,686,0,21,9,888,-1,0
35,4,3,0,6,3,217,-1,0
62,5,4692,0,15,10,73,-1,0
42,9,-197,0,6,1,66,-1,0
38,4,4335,0,20,9,640,-1,0
36,9,664,0,22,1,309,-1,0
59,7,307,2,6,8,250,-1,0
46,7,5,0,29,4,305,-1,0
42,1,-67,2,9,8,128,-1,0
27,8,3754,0,15,7,106,98,0
44,9,1139,0,30,4,64,-1,0
32,7,250,2,29,8,202,-1,0
32,6,3695,0,15,8,34,353,0
43,1,1025,0,2,6,106,-1,0
38,4,328,0,8,1,230,-1,0
40,7,0,0,2,6,297,28,0
44,4,6203,2,13,8,129,-1,0
49,4,1904,0,17,9,131,-1,0
37,4,347,0,22,5,282,-1,0
40,10,1289,0,26,8,260,-1,0
54,4,129,2,30,8,132,-1,0
38,1,178,2,20,8,245,-1,0
45,4,81,0,30,5,61,-1,0
49,6,599,0,12,1,174,-1,0
46,9,190,0,12,1,370,-1,0
39,1,0,2,6,8,262,-1,0
56,4,563,0,6,8,100,168,0
37,1,105,2,8,8,69,-1,0
39,4,3518,0,8,8,440,-1,0
53,6,248,0,17,9,99,126,0
38,1,961,2,16,8,346,-1,0
25,9,640,2,13,8,492,-1,0
35,9,1144,0,20,1,197,-1,0
47,10,0,2,18,6,308,-1,0
40,4,4381,1,29,5,126,-1,0
31,6,1134,0,6,3,174,-1,0
50,9,570,2,20,6,21,-1,0
40,1,0,2,16,8,167,-1,0
55,5,357,0,11,1,526,103,0
31,7,593,0,19,9,391,-1,0
59,1,229,2,7,8,19,-1,0
52,4,0,2,5,6,85,-1,0
55,11,1157,0,12,5,289,412,0
49,4,234,0,22,1,55,-1,0
31,6,322,2,8,8,159,-1,0
55,2,113,2,12,6,186,-1,0
38,2,2139,2,9,8,576,-1,0
52,10,2251,2,3,6,58,-1,0
57,4,0,2,13,8,95,-1,0
65,4,2756,0,23,11,1353,-1,0
53,5,7132,0,13,1,88,-1,0
34,9,2047,0,28,5,57,-1,0
41,6,0,0,18,9,256,-1,0
44,10,1151,2,5,6,127,-1,0
49,9,5244,0,25,1,60,-1,0
39,9,1,2,26,8,506,-1,0
54,4,203,0,21,9,70,-1,0
22,8,2162,1,2,3,168,-1,0
31,0,337,2,12,8,51,-1,0
53,3,0,0,22,1,207,-1,0
59,9,2,0,26,1,164,-1,0
59,0,1365,2,19,6,327,-1,0
56,4,2366,0,3,3,538,188,0
52,4,-803,0,7,1,131,-1,0
57,2,873,2,17,6,441,-1,0
41,0,-76,0,16,0,263,-1,0
39,3,2990,1,30,0,127,-1,0
35,4,538,2,12,8,66,-1,0
53,4,6388,1,23,5,203,-1,0
35,9,840,0,29,5,281,-1,0
25,9,1847,0,26,8,137,-1,0
34,7,40,0,17,5,302,-1,0
38,6,30,2,16,6,91,-1,0
42,4,860,2,15,8,90,-1,0
28,6,123,2,9,8,97,-1,0
35,1,667,0,14,8,10,324,0
34,0,601,0,17,9,184,-1,0
32,9,616,0,27,1,118,-1,0
38,2,259,0,18,9,63,-1,0
32,4,307,0,25,4,96,201,0
41,4,-29,0,29,4,41,266,0
41,1,849,0,12,8,100,-1,0
26,4,47,0,18,8,63,-1,0
60,5,2194,1,20,0,31,263,0
51,7,3413,0,27,1,146,-1,0
24,7,1299,0,18,8,113,-1,0
37,1,622,0,11,8,175,-1,0
44,9,1901,0,6,1,165,-1,0
74,5,166,0,13,1,99,-1,0
50,9,1717,1,7,5,416,-1,0
31,4,-160,2,28,8,202,-1,0
31,0,89,2,7,8,297,-1,0
25,4,493,2,4,6,301,-1,0
39,2,2644,2,20,8,253,-1,0
30,4,596,0,4,6,125,-1,0
60,4,0,0,20,8,321,87,0
48,9,606,0,19,1,231,-1,0
30,2,-346,0,22,5,88,-1,0
43,7,550,0,13,8,107,-1,0
44,9,237,0,25,5,54,-1,0
29,1,415,0,28,4,161,-1,0
46,10,-125,2,6,8,23,-1,0
28,1,1984,0,4,8,32,14,0
34,2,121,1,18,8,57,-1,0
42,4,266,0,28,4,228,-1,0
59,5,1723,2,19,6,70,-1,0
27,1,1049,1,29,4,389,-1,0
36,1,21,1,20,9,35,-1,0
34,1,341,2,8,8,195,-1,0
30,4,233,2,14,8,382,-1,0
50,9,247,2,23,8,173,-1,0
50,9,3117,0,20,9,44,164,0
45,2,242,0,4,3,510,198,0
40,1,24,2,5,8,185,-1,0
49,4,7007,0,17,9,325,-1,0
54,5,1851,2,11,6,296,-1,0
31,1,573,1,5,3,58,269,0
35,6,1178,0,15,0,220,183,0
34,1,748,0,6,8,161,-1,0
48,0,-407,0,14,8,210,352,0
51,1,4695,0,29,1,8,-1,0
47,10,2500,0,30,4,240,-1,0
45,5,86,0,21,9,64,-1,0
33,4,968,0,28,1,95,-1,0
33,7,192,0,24,5,255,-1,0
27,10,93,2,11,10,4,-1,0
47,9,0,0,25,8,234,-1,0
54,6,0,0,29,4,309,-1,0
37,4,-491,0,5,3,80,-1,0
43,11,1517,2,20,6,45,-1,0
49,4,0,0,18,9,102,-1,0
43,10,775,0,14,1,98,106,0
27,0,276,2,19,8,311,-1,0
44,7,5781,0,15,8,195,-1,0
37,4,0,0,11,8,217,-1,0
50,7,901,2,20,6,8,-1,0
50,2,431,0,20,0,12,-1,0
52,7,911,2,20,6,29,-1,0
26,0,96,0,6,8,606,345,0
35,9,0,0,17,9,199,-1,0
47,7,-288,2,28,8,107,-1,0
55,7,2923,2,15,8,104,-1,0
26,1,16,0,8,5,249,-1,0
37,6,744,0,21,1,161,-1,0
56,1,551,2,29,8,27,-1,0
33,4,322,0,16,0,77,-1,0
36,1,199,0,9,5,183,-1,0
32,4,0,0,22,1,360,-1,0
30,9,0,0,28,1,262,-1,0
39,4,633,0,19,9,105,133,0
28,4,203,0,29,4,145,-1,0
36,6,583,0,30,4,859,235,0
39,0,2749,0,19,9,128,-1,0
48,4,769,0,28,4,58,184,0
34,1,1924,0,1,0,161,253,0
50,1,1064,0,8,1,31,-1,0
26,0,1099,0,15,4,99,225,0
35,2,2971,0,21,9,112,-1,0
44,1,2657,2,20,6,202,-1,0
47,4,21,0,18,9,229,-1,0
62,4,0,0,13,0,113,182,0
55,4,0,0,3,9,222,187,0
26,4,9447,0,4,11,113,100,0
88,5,433,1,15,11,161,274,0
28,9,375,0,14,8,43,350,0
41,7,2399,0,15,8,303,351,0
25,9,148,0,23,5,421,-1,0
40,2,224,2,20,6,606,-1,0
35,1,147,0,5,8,358,337,0
65,5,744,0,5,5,182,-1,0
40,6,-94,0,16,5,90,-1,0
43,4,9,0,26,1,89,401,0
29,4,1218,0,30,4,258,-1,0
48,4,1106,0,8,5,265,-1,0
35,1,0,0,9,5,277,-1,0
30,9,167,2,14,11,9,-1,0
32,4,0,0,20,0,415,-1,0
30,8,324,0,25,1,585,-1,0
30,0,127,0,18,8,16,368,0
24,0,230,0,15,8,73,-1,0
29,9,344,2,28,8,279,-1,0
44,4,105,2,6,8,1529,-1,0
42,1,634,0,24,5,256,-1,0
45,3,317,0,8,0,325,-1,0
57,3,2234,2,11,6,201,-1,0
36,1,223,2,14,5,12,-1,0
49,9,230,2,8,8,96,-1,0
30,9,0,0,15,11,214,-1,0
48,4,313,0,8,8,208,-1,0
32,7,289,0,2,3,63,257,0
35,9,0,0,6,0,139,-1,0
40,2,3676,2,15,8,101,-1,0
32,3,-184,0,6,3,129,197,0
37,0,3954,0,12,1,87,117,0
37,4,2951,0,21,9,101,-1,0
43,4,78,0,21,9,36,109,0
48,9,1526,0,6,1,273,-1,0
36,9,0,0,21,5,193,-1,0
33,10,233,2,8,8,221,-1,0
33,4,67,2,23,8,316,-1,0
36,7,38,2,6,6,308,-1,0
65,5,1948,0,2,3,102,-1,0
50,3,5296,0,19,9,64,-1,0
34,4,612,0,30,0,192,-1,0
35,2,4872,0,15,8,34,-1,0
32,4,131,0,11,1,112,81,0
34,9,4943,0,19,9,117,-1,0
34,1,-257,0,15,8,160,368,0
33,1,331,2,30,8,139,-1,0
45,1,105,2,13,8,119,-1,0
35,1,1160,1,19,9,62,-1,0
53,9,4930,0,2,3,228,-1,0
39,7,471,2,6,8,161,-1,0
38,1,35,2,28,8,130,-1,0
35,4,1750,0,22,10,422,175,0
52,1,5275,0,22,5,1029,-1,0
30,9,728,0,5,3,393,261,0
37,6,0,2,6,6,143,-1,0
33,6,263,0,16,9,79,94,0
52,4,601,2,14,8,249,-1,0
29,0,6429,0,14,8,535,352,0
28,0,1076,2,2,6,537,-1,0
37,1,-57,0,7,8,55,-1,0
33,0,2,0,29,4,132,-1,0
32,9,514,2,20,8,414,-1,0
25,1,-375,0,14,5,61,-1,0
37,9,28,0,21,1,101,-1,0
34,4,404,0,5,3,10,-1,0
40,10,3430,0,20,9,1855,-1,0
40,4,99,0,9,3,15,-1,0
38,7,2669,0,20,0,208,-1,0
39,4,202,0,12,8,59,301,0
37,4,715,2,20,8,247,-1,0
35,1,674,2,30,8,274,-1,0
33,4,312,0,11,1,271,369,0
38,4,1463,0,25,1,425,-1,0
37,4,789,0,11,1,93,190,0
29,10,7,0,6,8,51,179,0
42,7,473,0,30,4,54,-1,0
45,4,3150,0,17,9,101,-1,0
42,7,12223,0,19,9,36,-1,0
33,1,1541,2,23,8,423,-1,0
35,1,142,0,7,8,266,168,0
30,9,3,2,7,8,174,-1,0
31,1,1207,0,17,0,163,-1,0
45,9,351,1,29,1,18,-1,0
44,0,777,0,18,8,517,350,0
31,7,997,0,3,3,256,190,0
30,0,15,2,9,8,257,-1,0
54,4,2819,0,7,1,123,-1,0
35,1,126,0,16,0,472,-1,0
36,0,953,0,17,3,38,-1,0
55,3,10,0,4,3,174,-1,0
45,4,-577,0,24,5,204,-1,0
30,10,1159,0,12,1,95,68,0
57,10,1350,0,25,6,131,388,0
59,3,88,0,28,5,63,-1,0
47,1,-245,2,12,6,67,-1,0
34,9,161,0,8,1,61,-1,0
46,10,41,2,12,8,249,-1,0
56,7,450,2,9,6,47,-1,0
24,8,782,0,4,8,12,91,0
40,0,-666,2,27,8,107,-1,0
50,4,-151,0,18,9,63,-1,0
31,1,55,0,17,0,340,-1,0
37,4,-666,0,18,9,204,-1,0
45,1,87,0,14,8,96,360,0
45,4,4629,1,2,0,285,-1,0
36,1,2176,2,28,8,52,-1,0
57,4,3431,0,21,9,55,189,0
39,4,208,0,20,1,170,-1,0
47,7,0,0,9,5,173,-1,0
44,7,240,2,8,8,155,-1,0
39,0,1388,0,15,5,150,-1,0
40,7,5807,2,20,6,98,-1,0
48,4,17,0,17,9,195,-1,0
56,7,0,0,13,1,112,-1,0
50,1,1743,2,6,6,49,-1,0
29,7,1008,2,23,8,426,-1,0
33,9,151,0,20,0,104,236,0
57,1,3196,0,28,1,161,-1,0
54,4,1411,0,12,1,56,-1,0
64,5,630,0,21,1,97,-1,0
61,5,0,1,18,1,280,-1,0
36,1,561,2,9,6,198,-1,0
50,4,0,2,14,8,94,-1,0
