review,target,title,airline
" London to Sylhet, the service is extremely poor, seat space is very limited. This is not the worst part, when we were returning from Sylhet, we were taken to a hotel with cockroaches in Dacca as it wasn't direct when returning ( I hated this, why do we have to do this unnecessary delays and inconvenience?). According to other passengers, this is normal. We did not sleep. How can they have partnership with a dirty hotel infested with cockroaches, and the food! OMG, what food. For breakfast a boil egg and two slice of bread and no tea. I told them I will skip the breakfast. You are not allowed to come out of the hotel, I felt worst then a prisoner. Inside the plane, dirty toilets, staff don't even bother cleaning.",Negative,"""service is extremely poor""",Biman_Bangladesh_Airlines
" My husband and I travel every year in BB during winter from Heathrow Airport, London as its the only airline which flies almost direct to Dhaka. We have usually enjoyed out flights due to the service of the young cabin staff. However this time we went again in June 2019 to attend a wedding. The return flight from Dhaka to London was a nightmare on 30 June 2019. I was in seat 2J. The stewardesses were very rude and unhelpful and were busy taking selfies with a rude passenger in the front row (Aisle seat) on our side. He was using his telephone continuously during takeoff and as the cabin staff did not do anything, my husband and I complained to the cabin staff to stop him without success. They appeared to be in awe of that male passenger. The main dishes were spicy and substandard as usual so I requested for sandwiches which was never a problem in previous flights. They ignored my request and so I waited for the cheese, crackers and fruit trolley. They passed us by asking if we wanted any drinks. I was starving in Business Class! My husband requested one of the stewardesses to bring cheese, crackers and fruit for me. She brought thick slices of cheese and some fruit without crackers and practically placed the plates with a bang in front of me. Try eating thick slices of cheese without a knife and crackers!!!! They did not serve any thing else after the so called lunch on a 13 hour flight in Business Class. My husband asked for some food as we were both hungry and we were given some stale cupcakes which we could not eat. Finally they brought some really inedible food before we landed. Thank God we had a real good meal waiting for us at home. This is the service in Bangladesh Biman in Business Class. There is no first class. We only travel in BB as we have no choice. British Airways used to have wonderful direct flight from London to Dhaka but they stopped it for some reason. How we wish they were back! I have the boarding card but unable to upload it now. without help!",Negative,"""return flight was a nightmare""",Biman_Bangladesh_Airlines
" I was travelling from London to Chittagong. I had to wait in Dhaka for our flights to Chittagong. It was an awful experience as our flight was delayed by 8 hours. To make things worse, there were no information about the flight and I could not find any Bangladesh Biman staffs to inquiry about our flight. It was my 14 year old daughters first journey to Bangladesh but unfortunately it was extremely unpleasant at Dhaka airport. We also took a domestic flight to Dhaka from Chittagong and that flight was hour and half late,our flight to Sylhet from Dhaka was an hour late. On our way back, flight from Sylhet was hour late to Dhaka and 30 minutes late to London. In our London flight, our meal wasn’t eatable, salad went off and smelled really bad. I am never gonna fly in Bangladesh Biman again. Bangladesh Biman staff in Chittagong, Dhaka and in Sylhet are always after your money, they want tips even they have just touched your luggage.",Negative,"""It was an awful experience""",Biman_Bangladesh_Airlines
" Chattogram to Cox's Bazar by BG1433. The boarding was on time. The plane was DHC-8-402Q. I sat in seat 4A. The space was enough. The flight time was only 41minutes, but the staff gave two cakes to every passenger, and the cakes were delicious.",Positive,"""The space was enough""",Biman_Bangladesh_Airlines
" Yangon to Kathmandu via Dhaka. Easily the worst airline I've ever flown. I've been to 50 countries, flown on dozens of different airlines, and even worked for one myself. It took them two hours to help me at the transfer desk. They were extremely rude, didn't know what they were doing, and spoke very little English. Plane itself was very bare bones and the flight attendants couldn't speak English. In flight meal was the worst I've ever had. Fly another airline if you can. Time for the Bangladeshi government to shut down this failed venture and let the private sector take over. It literally couldn't be any worse.",Negative,"""worst airline I've ever flown""",Biman_Bangladesh_Airlines
" London to Dhaka  via Sylhet. Overall, not a good experience. Crew needs intense training on service. Couple of young ones were close to standard but senior staff were not even close from being standard. Food quality was really bad, drinks were okay. Probably will fly with Biman again because of patriotism knowing that service will be below standard. In flight entertainment should be updated frequently, not many interesting choices were available. For transit passengers they had no information available at Heathrow, that was really dumb. It appeared to me as if no one evaluates their performance. Sad.",Negative,"""not a good experience""",Biman_Bangladesh_Airlines
I am very impressed with the excellent service provided by the ground and flight crews on my Biman Bangladesh Airline flight from Kuala Lumpur to Chittagong via Dhaka. It was just world class service. Very pleased.,Positive,"""world class service""",Biman_Bangladesh_Airlines
" Dhaka to Rajshahi. Nice meal. Good crew. The boarding was quick. Flight was full. The crew provided food just after boarding and before engine start as it was early morning.  Take off was smooth but the crew need to be more careful about showing safety instructions. Recommend Biman for short haul flights but their lavatory was not up to the mark. It has no tissue, it was clean but no tissue. However, happy to use Biman again.",Mixed,"""happy to use Biman again""",Biman_Bangladesh_Airlines
London to Sylhet. Check-in: There is no online check in system. As a family (with young children) we had pre-booked seats. At the Heathrow counter when I checked in they put three of us in three different seats and said because of some regulation (Front of aeroplane loaded with cargo) they have to put as many passengers towards the rear end and it's not possible to provide the seats together not even reserved ones. They suggested to talk to crew once the flight reaches the cruising altitude. When spoke to crew they didn't want to listen and understand. The crew members were least helpful and don't have any customer service skills. They are walking and eating their food before they serve the passengers. The food quality was poor and fixed menu. They don't have any vegetarian options and difficult to provide any dietary requirements. The seat comfort is close to nothing. The local buses in UK have comfortable seats compared to the Biman seats. 75% of inflight entertainment was broken. Fortunately I took my kids tablets or else the 11 hour flight would have been nightmare. There is no phone charging facility or wifi to purchase. The temperature was getting either too cold or too hot. They don't switch on the aircon before take off. I travelled with Biman after 16 years and I am a frequent flyer in different airlines. But this is probably the first and last time I will travel with them. The price of the tickets doesn't reflect the service they provide. They are not particularly any cheaper than other airlines.,Negative,"""seat comfort is close to nothing""",Biman_Bangladesh_Airlines
Bangkok to Dhaka. This is the worst management ever. There is no announcement of delays and the reason said afterward is that because of a VIP. Very unethical and totally violating customer rights on regular basis. Crews are not also well trained. Not meeting international standards.,Negative,"""Not meeting international standards""",Biman_Bangladesh_Airlines
" Singapore to London via Dhaka. Absolutely abysmal. Flight was delayed by over 4 hours without any reason or announcement. Missed my connecting flight in Heathrow because of that. The service and food is okay, but the fact that the flight couldn't even leave on time is simply astonishing.",Mixed,"""Absolutely abysmal""",Biman_Bangladesh_Airlines
" I reached Dhaka from Delhi at 3 pm and my flight to Chittagong was at 7 pm. I went at 5pm to the counter to check in. The customer services people told me very curtly to come back at 6pm. When I went at 6pm, they said the flight was delayed by one hour. The personnel were busy lazing around, eating something in no uniform. Later when I went back to the counter they said there was a further delay. There were no announcements. This went on and on and finally the flight left at 10pm. I later came to know from others that this a regular situation with Biman Bangladesh airlines. For my return, I promptly cancelled my Biman flight and took a local one. The other private airlines are not listed on the web when we make the booking. So if you are planning to travel, then search for Novoair, US Bangla or Regent airways. Apparently, these are much better. I returned by US Bangla which was quite good.",Negative,"""There were no announcements""",Biman_Bangladesh_Airlines
" Biman charges half of what renowned carriers charge for round trip Business Class fares between London and Dhaka through their hubs. Keeping that in mind and the fact that there is no change of aircraft required for this trip by Biman, you get a decent offering overall. B777-300ER aircraft is my favourite. Business Class cabin with 35 angle flat seats in a 2-3-2 configuration. Large PTVs with AVOD in Bangla, Hindi and English. Bilingual flight tracker provided. Some audio with Indian Classical Music would complete the package which included games for children. Decent headphones, blankets and pillows. Amenity kit consisted of eye shades and socks only. Plenty of food choices. Second service was as substantial as the first. However, presentation of the meal service was awful. FAs needed to remove all plastic and foil wraps from serving dishes, and neatly arrange the meal tray before bringing it to the passengers. Being a dry airline, Biman needed to excel in its soft drinks service. Fruit juices of very poor quality and quantity. I expect larger glasses with bigger servings and refills without having to ask. Orange should taste like freshly squeezed in Business Class. Regular black tea served was of very poor quality. FA should never simply dish out coke and sprite cans to Business Class passengers. Such drinks should be served in glasses (with optional ice) brought from the galley. FAs consisted of two ladies and two gentlemen (one being the purser). The ladies did all the work while the men loitered around the galley. The female FAs thus struggled to perform their duties and then go above and beyond with any personal touches like asking about extra drinks or food. Such personal touches were completely missing. The ladies looked fantastic in their sari uniforms. The men had poor personal grooming with tired looking outfits. Male FAs need to have fresh new South Asian inspired uniforms and training in better grooming and appearance. Lounge access was provided at the beginning of both trips. Mildly scented hot towel and newspaper provided upon taking seats. Juice provided to welcome everyone. The airline caters quite well to a Bangladeshi clientele. Much more needs to be done in terms of beverage service if to attract more international travellers.",Mixed,"""Much more needs to be done""",Biman_Bangladesh_Airlines
" Kathmandu to Dhaka Business Class. Figured we would pay the extra to fly Business Class and it was the best decision ever! Check-in by a new agent so it took some time but bags tagged with Biz Class tag and given access to the lounge at KTM airport. Nice food spread and drinks, just no views of the airport. Went through security and it's a mob-scene at the gates. Many flights leaving at the same time (early afternoon) so it was hot and crowded. Boarded by bus to the plane and welcomed by the flight attendants graciously. Excellent service - one of the best flights ever. Row 1 A/B - massive amounts of leg-room on a leased 737-800. FA's apologized as their own 737-800s have in-seat video, but we didn't mind. The service from boarding to deplaning was second to none. We were the only passengers in Business. Take off gave amazing views of Kathmandu, and to our luck the route took us along the Himalays and we had fantastic views of Mt. Everest!  Meal was delicious served on china with plentiful drinks provided. The FA's talked with us about what to see in Dhaka on our short visit there and kept us entertained on the flight. Landed a bit late and bags came out quickly after getting our visa on arrival. Really enjoyed Biman - and would like to fly them long-haul and see how they are in the 777-300 Biz class",Mixed,"""Really enjoyed Biman""",Biman_Bangladesh_Airlines
" Dhaka to Kuala Lumpur. This was my worst journey ever. My flight was supposed to be at 9:15 am. So I arrived at the airport. First impression came while getting my boarding pass. There was no systematic organisation in the booth, the lines were all haywire and since there was no barricade people were just dodging in between the lines. The flight was then delayed to 2pm. Lets agree to the accept the delay, but by now I have decided never to use this airlines. What provoked me to give this review was that the flight was further delayed to 4pm. Thank you biman Bangladesh. This is the last journey on your airline.",Negative,"""last journey on your airline""",Biman_Bangladesh_Airlines
" London to Dhaka via Sylhet with Biman Bangladesh. Flight attendants were caring and friendly with no fake smiles. Economy cabin laid out in 3-3-3 seating configuration in economy which was a plus point due to wider seats. Beverage service consisted of one or two types of juice, coke or sprite with no real choices offered. Stingy in servings. They served you whatever they felt like. Main dish in the dinner service consisted of Bangladeshi curries with multiple choices (chicken, fish and vegetarian) which were unknown to most passengers. No menus provided. They served you the meat one assuming that is what you wanted. Tea and coffee served in very small portions. Portions of main dish needed to be increased and accompaniments like salad needed to be bigger and more imaginative. Plastic cutlery and paper cups were cheap. AVOD entertainment provided in seat back PTVs. Bengali entertainment was accompanied by Bollywood, Hollywood and American popular culture. Kids had games to play and moving map was provided both in Bangla and English. Breakfast before landing in Sylhet was very filling. Majority of passengers disembarked in Sylhet availing themselves of a convenient 9:30 minutes journey home from London. Small snacks provided on the 25 minute flight to Dhaka.",Positive,"""friendly with no fake smiles""",Biman_Bangladesh_Airlines
" Dhaka to Toronto via London. My 21 hour trip took me 45 hours only because Biman Bangladesh was 2 hours late and I along with 9 others missed the connecting Air Canada flight from London. Their response at the service desk was ""go home"" and ""the next flight is 17 hours away, you are responsible to book the flight, and since you cannot stay inside the airport, you have to find your own accommodation"". When me and the other passengers started to talk about rights as a passengers, then they supposedly booked the flight, and after further arguement they agreed to provide accommodation. The Biman agents at the check in was really rude. Their comment was ""Biman is always late, I don't understand why other airlines gives us as connecting flight."" Well that's because Biman never posts their delayed time online. If Biman is always late, I don't understand why not just adjust the schedule. There was an unannounced transit of an hour in Sylhet, where the cleaning crew stayed cleaning with vacuum while the passengers were on the plane. Put the blankets in a garbage bag and shoved the bag in the washroom floor with their feet. The inflight food and entertainment was terrible. But that's not a deal breaker for me since I prefer to sleep anyway.  In summary, you can always depend on Biman to be late, be treated as if they are doing you a favour, and the only thing I heard and agree with is ""never again with Biman"".",Mixed,"""depend on Biman to be late""",Biman_Bangladesh_Airlines
" My flight from Dhaka to Thailand in Business Class was average. I like travelling by Biman but maybe that is because I haven't experienced delays as much and I was lucky that way. However, I wouldn't pay to be on Biman's Business Class. This flight was bought for me so I did not care too much, but for those of you who are considering paying for Business Class, please consider the following points: 1) You will not enjoy the in-flight entertainment system that they have. I played 'Dolly Parton' the whole flight as I couldn't find a better option. 2) The interior of the cabin (starting from the lounge) will make you feel like you have traveled back in time to the 70s. Even the china used for the flight somehow feels very old and not in a classy vintage way. 3) The food was very average. The prawn salad tasted bland. Whoever the chef was did not do a good job with it. They could have done a better menu. The food served in economy class on my way back from Thailand tasted much much better. 4) The hot towels served during the flight lacked moisture. They just handed out warm dry towels which was pointless. Luckily, it was a short flight and being a clear day, I could look down and enjoy the sight below. Otherwise I would have been bored out of my wits. Good points: 1) It was spacious and the seats were not so bad. 2) The service provided by the staff was nice. 3) The dessert that they served was excellent.",Mixed,"""flight in Business Class was average""",Biman_Bangladesh_Airlines
" Dhaka to Rakshahi, the flight was on time. The cabin crew were helpful specially for my kid. Food was nice.  The ground staffs were also good at Rajshahi airport. The flight was before EID-UL-Azha. I am happy to fly with Biman, and the aircraft was also clean and fresh.",Positive,"""happy to fly with Biman""",Biman_Bangladesh_Airlines
"heathrow to Sylhet with Biman Bangladesh and without doubt one of the worst airlines I've experienced. PTV broken and asked 10 times for it to be fixed without any luck. Staff look like they would rather be doing something else rather than working. Food was terrible, served soft drinks in paper cups so you aren't able to ask for anything but water during non meal times. The return flight from Dhaka to Heathrow was just as bad if not worse, staff woke us to be served our food instead of just placing it on our tables like a normal airline would do. Truly terrible service. Shame it's the only airline to offer direct flights.",Negative,"""food was terrible""",Biman_Bangladesh_Airlines
"Flew Biman Bangladesh Airlines from Dhaka to London. Slow but friendly service, good food. Comfortable newish aircraft. Great value for money. Approximately 20 minutes delayed departure, but arrived on time. Facilities were clean and crew always had a smile. Would definitely fly again.",Positive,"""crew always had a smile""",Biman_Bangladesh_Airlines
"Biman Bangladesh from Singapore to Chittagong via Dhaka. The flight to Dhaka was operated by Boeing 737. The aircraft was new, only a few weeks old, but I felt the seat pitch was short. IFE was reasonable. Meals could have been better. Check-in at Singapore was ok. Cabin crew was also ok. The baggage took a long long time to arrive at Dhaka. Dhaka to Chittagong operated by Boeing 777-300 was delayed by 3 hours. Quite frustrating wait at the domestic lounge, where the only snacks stall had run out of food. Had to go out of the terminal to get some food. However, the aircraft was quite good. Seats were quite comfortable.",Positive,"""seats quite comfortable""",Biman_Bangladesh_Airlines
"Dhaka to London return on Biman Bangladesh. Check in was very efficient. Good lounge at Dhaka Airport. IFE, food and beverage service was very good. Polite and courteous cabin crew. Check-in at LHR was also quick and efficient. Gulf Air lounge at LHR was not bad at all.  Worth taking DAC-LHR direct flight in Business class. I plan to travel with Biman again.",Positive,"""courteous cabin crew""",Biman_Bangladesh_Airlines
A nice experience with Biman Bangladesh Airlines. The flight was on time and the plane was clean enough. No IFE system but enjoyed the travel as an inflight magazine was offered which was written in both Bengali and English. Staff were also nice. Food was good enough for a 40 minute flight. I also used Biman for my returning flight and that was also good apart from the flight being 15 minutes late.,Positive,"""a nice experience""",Biman_Bangladesh_Airlines
"Very disappointed with the Biman Bangladesh Airlines Boeing 777-200 it was so bad. It was like you go back to the 70's. I have travelled with Biman previously with the newer Boeing 777-300 and that was so much better experience. This experience was bad - seats were cramped zero entertainment and for 10 hours it was very painful not worth money you pay. Return trip was even worse as previously they kept you in hotel for one night in Dhaka, than fly next morning, but now you have to go Sylhet airport for 3am stop at Dhaka, wait there 4 or 5 hours than fly UK. When booking flights make sure you get Boeing 777-300. Only plus side 40 kg luggage",Negative,"""Boeing 777-200 was so bad""",Biman_Bangladesh_Airlines
"The planes used by Biman Bangladesh from London to Sylhet and return via Dhaka were clean and cabin in good condition. I believe the planes used for the journey were Boeing 777-300ER. The  the Inflight Entertainment has a 12"" screen, with Hollywood and Bollywood Movies, games, flight maps and other information. The seats in economy were comfortable and included foot rests and neck support, and the inflight magazine was also good. Food The food served was not to the standard of Emirates or other similar airlines, but still to a good standard. The food consisted of two main meals, cold drink and hot drink. Cabin crew were attentive and smiling and spoke fluent English. They cleared trays promptly and responded to requests promptly. They even brought my group of travellers masala (desi) tea's upon request. There is improvement needed in the way that they serve food. During the main meal serving times, there are 3 option ie Chicken, Lamb and Fish, however this is not advertised anywhere and nor is there a menu card offered, which is offered by other airlines. The only reason I found out was because I enquired about the options, otherwise cabin crew simply serve the dish they hold in their trolley!  Also the juices served are not good quality and full of sugar. I would consider flying again with Biman, provided they are able to keep up the quality.",Positive,"""would consider flying again""",Biman_Bangladesh_Airlines
"I flew with Biman last month from Kuala Lumpur to Dhaka.  Food was good and warm. Juices, Cokes and Water were given frequently. IFE was also pretty good filled with Bangladeshi, Indian and Hollywood movies. Hostesses were smiling and provided good service. Seat was comfortable. Overall the whole thing was good up there.",Positive,"""provided good service""",Biman_Bangladesh_Airlines
"First flight with Biman Bangladesh Airlines after almost ten years of not flying with them due to terrible planes and flight scehdules. Check in at Heathrow was chaotic as there were many travellers with families and overweight luggage. Biman don't have their own lounge but use Gulf Air at Heathrow. worth paying 30 pound surcharge for some peace and relaxing. New plane had good seats and clean interior. Inflight entertainment is okay, not a great selection of movies of videos but sufficient. Meals were adequate though nothing special and certainly not on par with the Emirates or Qatar Airways. Biman seems to have made some improvements from what it was, but there are still negatives. Cabin crew really need to smile more and be friendly, they seem disengaged as if they don't like their jobs. Selection of soft drinks is very poor - asked for coke and not available, asked for pineapple juice again not available. They do not offer drinks during flights or pre take off. They don't provide hot towels and you have to ask for blankets.",Mixed,"""there are still negatives with Biman""",Biman_Bangladesh_Airlines
"Comfortable flight, good selection of entertainment in both English and Bengali, decent leg room, definitely worth paying the 5 USD to get a free seat next to you on a flight that long. Came in just over 13 hours in the air, and was comfortable throughout the entire flight. Food was rather nice too, something I did not expect.",Positive,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
"I booked the Biman Bangladesh Airlines ticket online which was easy and the site worked fine. Check in was disappointing becasue they forgot me to charge an extra tax of 500 taka and then I needed to take my luggage and had go to a counter to pay.  Reached Yangon on time. No entertainment, but for a 2 hour flight I can entertain myself. Although it was Ramadan, we got water and a snack. Actually surprised, because of the negative image of Biman Bangladesh Airlines .",Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
"Biman Bangladesh Airlines do not have a dedicated Business Class counter. The flight was on schedule, seat was quite comfy and a lot of leg room.  There were three meal choices options, mine turned out to be quiet nice. The inflight magazine had some interesting articles and duty-free selection not bad either. The food and beverage selection  was great considering the flight length.",Positive,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
"Singapore to Dhaka was quite good. The station manager went an extra mile to ensure that I get an empty seat next to me for the baby, as all the bassinet seats were taken. The cabin crew was also helpful. Inflight menu has improved from the last time when I travelled 3 years ago. Dhaka to Chittagong flight was A310 and bad weather. Not the best aircraft to fly.",Positive,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Checking in was totally disorganised. It took us almost half an hour to check in. We were waiting in line only to be told to shift to another line after wasting 20 minutes. Check in clerks need more training to be more efficient. Flight was delayed one hour after boarding due to late loading of cargo.,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Check-in at DAC was a breeze. Very polite ground staff at DAC and BKK. Flights left on time. Attentive FAs. Meals served were warm and good to taste. Nothing to complain about. Had flown with both TG and PG on these routes. Trust me Biman's service's as good as theirs.,Positive,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Took two flights Singapore to Dhaka and Dhaka to Chittagong. Both flights were on time. Singapore - Dhaka was served by the B737. Those are really old aircraft with no EFE. Dhaka to Chittagong was 777. Food was ok cabin crews were also nice. I was making a decision whether to fly Tiger Air (budget carrier) or Biman I must say it was a good decision. Let's see what the return flight has in store for me in 2 weeks time.,Mixed,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
I traveled on April 30 2015. I took 2 flights on the same day - one international from Kuala Lumpur to Dhaka and the other is domestic from Dhaka to Chittagong. Amazingly both the flights were perfectly on time. In fact both of those did not even slipped 10 minutes. I heard that Biman Bangladesh improved a lot in terms of schedule service inflight audio visual entertainment but the experience was beyond expectations. A good number of recent Hollywood movies classic English Hindi and Bengali films were available on international flight with no extra charge. Complementary food was excellent. Ticket price was far lower than other available flights. Seats were neat. Leg room was very good. I will strongly recommend this Airline for both domestic and international - specially international.,Positive,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Travelled from DAC to KTM by Biman's ageing A310. Flight was delayed for over 5 hours but we were informed. While going to KTM the flight was almost vacant. Cabin crews behaviour was very good and co-operative. Foods was quite tasty but cold. There was no IFE system and no magazines/newspapers were provided. Return flight was also quite good. No delay occured. Food was good but lack of In-flight entertainment. Would love to fly Biman again.,Mixed,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
LHR to Sylhet direct on 6th December 2014 and Sylhet to LHR via Dhaka on 4th January 2015. Very poor airline and we are all disappointed. We were family of 7. Flight was delayed by 2 hours from LHR. Cabin crew were rude with no smiles at all. Very miserable and unprofessional. Biman has purchased a Boeing 777 er but seriously they need to recruit new cabin crew. Food was ok nothing special. Drinks were served with no ice very little food served for a 10 hours flight. Me and my family will never fly this airline again.,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
I flew with Biman for the first time from Kuala Lumpur to Dhaka in September and Return was in November. It was very good experience. Flight was on time in both instances and was happy with the crew food and luggage handling. The entertainment was outside my expectation in the return flight with latest music TV series and movies for me and my daughter.,Positive,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Flew to DAC-LHR-DAC route. The value for money was quite reasonable. Inflight entertainment wasn't very good. The staff were inattentive to the customers. The food was quite good. All flights were on time. Will fly with the airline again if their quality improves.,Mixed,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Kuala Lumpur - Dhaka - Kathmandu return. All flights were on time. Most the flights were old except KUK - Dhaka (B77-300ER). As a 2 star airline I cannot complaint. Food was good in terms of portion size but there was not many choices of food. Cabin crews not attentive to passengers. Will fly with them again if I manage to get a cheaper price.,Mixed,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Flew from Heathrow to Dhaka on 6th July 2014. Checking-in at Heathrow Terminal 4 was an unusual experience for me. Although checking-in was relatively quick but the chaos/arguments amongst the passengers and ushering staff didn't go unnoticed. No niceties. This chaos and disorganisation continued during the boarding. Take off delayed but that was of no fault of the airline. Aircraft Boeing 777-/300 ER was fine. In-flight food was simple usual Asian curry and rice and not much to say about that. Cabin crews didn't seem very happy. They portrayed the image of doing a job rather than serving customers with a smile. Full of used toilet tissues on the toilet floor and on one occasion I found no toilet paper at all. Landed at Sylhet International Airport. The airport is a joke for international standards. Passengers for Sylhet got off and few cleaners boarded and followed by few domestic and international passengers bound for Dhaka. Biman then took off for Dhaka (a 20 minutes flight). The captain didn't even bother to announce anything! Confusion again after landing at Dhaka airport. Which passengers will use which door! No organisation no clear instructions no communications between crews. They just stood by the door arms folded. Returned to London Heathrow on 13th August in business class wasn't that bad. This time the cabin crew were more welcoming. Take off was delayed 45 minutes and landed at Heathrow at 4.05 instead of 3.30.,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
"We have just returned from a 2 week trip to Dhaka. 5th April LHR-DAC delayed 3 hours. When a crew was finally aboard the lack of discipline amongst the passengers scrambling to get on as if it was going to depart without them delayed the fight still further. On this flight the cabin crew were fairly miserable but not as bad as some we have seen. The cabin lights which are normally dimmed for take off were not switched on again for more than half an hour into the flight. IFE was not switched on until around 1 hour into the flight - why I cannot understand. Of course the scheduled turnaround in ZYL for onward to DAC was a joke in terms of timing as around 400 people trooped slowly off with their children and around another 300 trooped in for onward connections. Arrived in DAC about 4 hours overdue. Return flight direct DAC-LHR started with a drama. Arrived DAC to check in and were met by a check-in desk operator who seemed puzzled and asked us to wait as there was a problem. After 15-20 minutes of 3-4 check in desk staff discussing this animatedly over a console we were approached by a more senior check in operator who bluntly told us ""You are not on this flight"". Eventually a younger member of the group pointed out to them that we were not stand-by passengers and that we had a confirmed booking. However by this time someone had reallocated our seats. Eventually we received boarding passes. Flight was on time and had a newly recruited crew who were helpful smiled and even chatted. This flight DAC-LHR had a 12 year old allocated to the exit row 6 on one side of the cabin and a 6 year old and an elderly overweight lady in the equivalent row on the other side - more chaos for the cabin crew to sort out after boarding. If this airline wants to survive it needs to drag itself into the 21st century and stop running a Cattle Class service with updated training in customer services and a bit of humanity - especially the ground crews.",Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
LHR-ZYL. ZYL-DAC-LHR. Flying with Biman for the first time was a great experience. Outbound flight LHR-ZYL departed 10 mins early. Aircraft was Biman's 3rd new Boeing 777 300ER (S2 AHM / Akash Prodeep) which was only 1 month old and was completely fresh inside out. Colour of the seats was a bit dreary but was comfortable with plenty of legroom. Staff were nice and friendly but a some of them need to smile a bit more. Food was excellent. Inbound flight from ZYL to DAC was delayed by 2 hours. Plane was in good nick which was Bimans first B777 (Palki). DAC-LHR was Bimans 2nd Boeing (Arun Alo) which was also pretty much clean until a few hours in to the flight were the toilets became a mess. I would definitely fly with Biman again when I travel to Bangladesh as it only takes 9.5 hours rather than 15 hrs should I have used another airline which requires changing aircraft's.,Mixed,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
05/01/2014 BG108 DAC to ZYL. Business class flight departed on time food was good but could be improved. Will be traveling with Biman again.,Positive,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
"Dhaka - Kathmandu - Dhaka. This was the only airline going directly from Dhaka to Kathmandu. Outbound was on time but the plane was an old Fokker which should have been scrapped years ago. There was no electricity in the kitchen and we were server a cold ""vegetarian burger"". Going back a few days later the plane was delayed for 6 hours for no reason. Once we landed in Dhaka it was 3 am instead of 6 hours earlier at 9 pm. No explanation no excuse no suggestion of free of charge airport shuttle was given. Nothing. One of the worst flight experiences.",Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Flew from Dhaka to London in October with new Boeing 777 on business class. To be honest wasn't that bad but they do need to look after their Business class passengers a bit more. Plane was new and entertainment was alright most movies are outdated by least by 6+ months. Foods were okay just to fill you up I found Qatar Economy food even better then Biman Business class. A lot of leg room only thing I hated was when the announcement was made for economy class not to do this and that it was broadcast throughout the plane. Overall I will fly again.,Mixed,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
DAC-DXB August 18th. Shockingly expensive for quite poor product. Biman Business Class is without a doubt the most affordable upgrade all over the world (USD 400 for one way ) however you get what you pay and it's evident that such a service is less than EK economy class which was USD 60 cheaper: poor old and tired lounge at Dhaka airport not less old and tired Airbus A310 as an equipment (which was continuing to Rome afterwards). No IFE on board cheesy breakfast served (burnt fried egg cold kangee strange chicken sausage and sautéed mushroom tasting like sponge) and no espresso coffee available. Rude and unprofessional Bengali cabin crew. Definitely fly Emirates on DAC-DXB route.,Negative,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Due to no seats being available with Singapore Airlines I unfortunately had to fly from Singapore to Dhaka with Biman and so I at least booked Business Class. Flight delayed almost 4 hours without explanation and very little communication from ground crew. Flight crew were reasonably attentive but they really do need to learn to smile. The food was OK but certainly not Business Class standards and they had a very limited selection of drinks and on-board entertainment (not everyone wants to watch Bollywood movies and the screens were too small). The A310 aircraft was reasonably clean but really starting to show it's age. The toilets were a mess by the end of the flight even though it was less than 5 hours duration. Really the only good point was the price i.e. Business Class ticket was half the price of an Economy ticket with Singapore Airlines. I certainly won't be flying Biman again unless I have no other choice.,Mixed,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
Heathrow - Sylhet. Departure delayed an hour passengers created chaos as they fail to listen to instructions given by cabin crew. Cabin crew themselves need to smile more especially the female cabin crew. Overall the new B777 is comfortable and entertainment is decent. Food is served twice but the quality could be improved found the food to be quite bland. Sylhet airport itself is a joke that itself is a different topic altogether. Overall for the price I paid I am fairly happy with the service.,Mixed,Biman Bangladesh Airlines customer review,Biman_Bangladesh_Airlines
